reference,prediction
How carbohydrates fit into the fluid mosaic molecule and what do they look like?,What are the main functions of carbohydrates when attached to proteins and lipids?
What happens to the water at the bottom of the container?,What is the reason for a paper clip to sink when placed below the surface of water in an otherwise neutral density environment?
What stop the salt bridge from itself building up charge?,What is the condition under which ions can flow freely in both directions through a salt bridge?
Do the proteins have a chance of going into the cell?,What is the primary reason why transmembrane proteins cannot normally leave their membrane in most cases?
How does the rock effect the community?,What is one way in which rocks affect animal life indirectly through their presence and use by living creatures?
"Does that mean that oxygen is the oxidation agent, and hydrogen would be the reduction agent?",What is a reducing agent in a redox reaction?
Don't they also have to travel through the same capillaries?,What is the main function of white blood cells that differ depending on the type and permeability of capillaries in the body?
How to identify nucleophiles or electrophiles?,What is the difference in electronegativity between an electronegative atom bonded to a less electronegative one that makes it act as an electrophile?
Are the anode rays only nuclei?,What are positively charged particles present in a discharge tube that were thought to originate from the anode?
Don't a voltage source and a current source both supply a current and voltage in a circuit?,What is the difference in parameter control between a constant voltage source and a current source when it comes to controlling voltage or current in a circuit?
How do ketones have a stronger dipole moment than aldehydes?,What is the effect on molecular structure of ketones as compared to aldehydes?
"How does oxygen get dissolved in water,which supports marine life?",What is the molecular form of oxygen in relation to water?
How plants respond to nature?,How do plants' symbiotic relationships with soil fungus affect their ability to grow and respond to environmental factors?
Why is habituation considered as a learned behavior?,What is the process by which ducks learn their mother's distinctive appearance?
What happen if the repressor stops functioning?,"What is the role of the tryptophan repressor protein in relation to its production from the ""repressor gene"" if that gene were mutated?"
Why is it that animal-based foods are more energy dense than the plants we eat?,What is the main reason why energy density tends to increase in organisms at lower trophic levels?
"How does the hydrogen bond in it conform to their definition of van dear Waals forces, which don't involve covalent bonds?",What is the difference between a polar covalent bond and a hydrogen-oxygen bond in a water molecule?
Will electrons always start with same number of protons?,What is unique about protons in terms of their atomic structure?
And why do we need Plasmid?,"What is the primary function of plasmid in bacteria, particularly for carrying genes such as antibiotic resistance or lethal mutation?"
How does caring if it`s a polar or non-polar covalent bond help us?,What is the principle that explains why certain compounds do not mix together?
Is the bacterias native plasmid kicked out or do they become neighbors?,What is a characteristic of plasmid vectors when using bacteriaphage viruses?
Would we divide the electrons equally between same atoms?,What are the oxidation states of electrons for each bond in a C-C molecule according to their structure?
Why do the voltages have to add to zero when we end up back at the same voltage?,What is true about Kirchhoff's Voltage Law when people return to their starting point after hiking?
What force brings these two elements together?,What element is gaining an electron in a chemical reaction?
Does the fly still develop halteres that help it to balance?,What is the effect of the ultrabithorax mutation on halteres?
Could people get rich changing a lead atom into a gold or silver atom and then selling it for money?,What is the primary problem with transmutating base metals into gold in terms of cost and efficiency?
What is the reason for the formation of polyatomic ions?,What is true about the nature of a polyatomic ion's covalent bonds?
"Human evolve from apes, so if one mated with a human?",What is the evolutionary link between humans and apes that allows us to breed a half-way point in evolution?
Why does the Hydrogen choose to bond with another hydrogen in the final step instead of to sodium?,What is the primary reason sodium does not react with hydrogen?
How to compare the electronegativity?,What is the trend in electronegativity as it relates to fluorine atoms?
Would diffusion take place at all?,What is the temperature at which all kinetic energy of particles stops for diffusion?
Do plants respond to night light with no heat?,What is the name of the process by which plants react/respond to light and use it as a basic response or reaction to their environment?
Can't we just reuse the already existing energy? Why can't you turn heat into energy?,What is the process by which fuel used in a steam engine creates high entropy heat energy that increases the entropy of the water until it converts into steam?
How do you tell acidic salt and a normal salt apart?,What is true about acidic salts?
How is acetyl chloride formed?,What is the role of acetyl chloride in a reaction where it can remove water during the reaction?
How to know it is not there without fulfilling the octet rule?,What is the number of unshown electrons in a compound where oxygen has 8 valence electrons and 4 of these are used in bonding pairs?
Why does Bohr model work?,What is a fundamental concept in the modern model of the atom that allows it to be somewhat applicable for Hydrogen atoms despite not providing complete explanations?
Why pH 7 is chosen as neutral?,What is the purpose of measuring pH in a substance?
How do the birds survive while trees release carbon dioxide during the night?,What is the difference in oxygen intake between birds and humans?
"Why would an electron fall back to any energy level other than the n=1, since there are no other electrons stopping it from falling there?",What is the process by which an electron can transition down to a lower energy level by ejecting a photon?
How does the atom bomb fall into that every element is made up of unique atoms?,What is the order of magnitude for a thermonuclear bond (H-bomb)?
Why oxygen atoms in the molecular formula of water has 4 more atoms that can be used for other bonds?,What is the net number of valence electrons in the oxygen atom that are involved directly with bonds and lone pairs?
"Weaker the acid, stronger the conjugate base?",What is the difference between the partial dissociation of moderately weak acids and bases in water and their conjugate base or acid?
Why cant oxygen atom do this inspite o is more electronegative than c and h?,What is the difference in electronegativity between oxygen and carbon?
Do  isotopes ever lose the extra neutron(s) or gain new ones?,What is the process that allows certain isotopes of an element to undergo a change in their number of neutrons?
Why are the elements in group 2 not stable with 2 valence electrons?,What is a key factor that explains why hydrogen does not follow the octet rule?
Does size have any impact on the size of the plasmid that needs to be used?,What is the typical plasmid that can accommodate inserts of any size up to a maximum size of around 50 kb?
How is resonance decreasing reactivity?,What is the reason why decreasing the stability of a carboxylic acid by increasing its electron density through resonance decreases its reactivity in a reaction?
Why the oxygen acquires a positive charge when it bounds to a hydrogen?,What is a hydrogen ion?
"Are endocytosis and exocytosis forms of bulk transport, or are they active transport?",What is an example of a process that requires energy and involves the transport of molecules across membranes in bulk?
Does Methionine go to E-site(exit) or does it remove after the polypeptides are formed?,What is the specific role of Methionine in the cleavage process during protein synthesis?
How does Ruminococcus get in the cow's gut to begin with?,"What is likely to happen if a Ruminococcus bacterium were to enter a cow's digestive system, either through the mouth or nose?"
Why do blood go to the heart if they need oxygen?,What is the function of the blood in the lungs?
