reference,prediction
Why would osmosis be a form of Passive Transport?,Why is osmosis considered passive transport regarding water concentration?
How is water supposed to evaporate at 25 degrees Celsius?,How does increased temperature overcome intermolecular forces?
Whats causes a molecule to have potential energy?,Why is potential energy negligible for gas molecules?
"Why does a paperclip that is able to sink below the surface, go down to the bottom?",Why does slight density difference impact a paper clip's sinking?
Does anaerobic respiration contribute to metabolic rate?,How does anaerobic respiration contribute to prolonged metabolic effects?
How would people know if it is redox or a regular one?,Why must unbalanced charges indicate a redox reaction?
Does the co-repressor unbind itself from the repressor?,How does repressor concentration affect tryptophan regulation?
Is it possible for the inhibitor to later separate or unbind?,Why is non-competitive inhibition reversible?
How the exact length of DNA molecules can be determined when it is moving?,Why do smaller DNA segments move faster during electrophoresis?
Is a non spontaneous reaction always a reverse reaction?,Why is spontaneity direction-dependent based on Gibbs free energy?
How carbohydrates fit into the fluid mosaic molecule and what do they look like?,How does the glycocalyx enable cell recognition?
What happens to the water at the bottom of the container?,Why does surface tension increase water density at the surface?
What stop the salt bridge from itself building up charge?,Why is bidirectional ion flow crucial for a salt bridge's function?
Do the proteins have a chance of going into the cell?,How do anchors limit transmembrane protein diffusion within membranes?
How does the rock effect the community?,"How does rock music, like rocks, shape cultural ecosystems?"
"Does that mean that oxygen is the oxidation agent, and hydrogen would be the reduction agent?",Why must redox reactions involve both oxidation and reduction?
Don't they also have to travel through the same capillaries?,How does capillary permeability relate to its functional role?
How to identify nucleophiles or electrophiles?,Why does electronegativity influence electrophile formation?
Are the anode rays only nuclei?,Why were anode rays initially thought to originate from the anode?
Don't a voltage source and a current source both supply a current and voltage in a circuit?,Why must a voltage source vary current to maintain constant voltage?
How do ketones have a stronger dipole moment than aldehydes?,Why do aldehydes have lower dipole moments than ketones?
"How does oxygen get dissolved in water,which supports marine life?",Why does oxygen dissolve in water without reacting?
How plants respond to nature?,How does the fungal network enhance plant survival against threats?
Why is habituation considered as a learned behavior?,How does imprinting combine innate and learned behaviors in ducks?
What happen if the repressor stops functioning?,How would repressor gene mutation affect tryptophan enzyme production?
Why is it that animal-based foods are more energy dense than the plants we eat?,Why does lower trophic abundance increase energy density?
"How does the hydrogen bond in it conform to their definition of van dear Waals forces, which don't involve covalent bonds?",Why is the O-H bond in water not a hydrogen bond?
Will electrons always start with same number of protons?,Why must an atom's number of protons equal its electrons?
And why do we need Plasmid?,How does plasmid presence benefit bacteria with nucleoids?
How does caring if it`s a polar or non-polar covalent bond help us?,Why does polarity dictate solubility between different compounds?
Is the bacterias native plasmid kicked out or do they become neighbors?,Why are smaller plasmid vectors preferred for host uptake?
Would we divide the electrons equally between same atoms?,Why does electronegativity determine electron assignment in oxidation states?
Why do the voltages have to add to zero when we end up back at the same voltage?,Why must voltage change sum to zero in a closed loop?
What force brings these two elements together?,Why do opposite charges attract to form chemical elements?
Does the fly still develop halteres that help it to balance?,How does ultrabithorax inactivation cause haltere absence and imbalance?
Could people get rich changing a lead atom into a gold or silver atom and then selling it for money?,Why is transmutation of atoms so energetically expensive?
What is the reason for the formation of polyatomic ions?,"How does electron ""missingness"" lead to polyatomic ion charge?"
"Human evolve from apes, so if one mated with a human?",Why can't humans breed with present-day apes?
Why does the Hydrogen choose to bond with another hydrogen in the final step instead of to sodium?,Why does hydrogen only react with itself after accepting sodium's electron?
How to compare the electronegativity?,Why does electronegativity increase across and up the periodic table?
Would diffusion take place at all?,How can gravity enable diffusion at absolute zero?
Do plants respond to night light with no heat?,How does fungal networking enhance plant survival against threats?
Can't we just reuse the already existing energy? Why can't you turn heat into energy?,Why is a temperature difference crucial for energy extraction?
How do you tell acidic salt and a normal salt apart?,Why do strong acids/bases form neutral salts?
How is acetyl chloride formed?,Why can't acetyl chloride be a product when removing water?
How to know it is not there without fulfilling the octet rule?,Why must oxygen form lone pairs to satisfy the octet rule?
Why does Bohr model work?,Why did the Bohr model work somewhat for hydrogen?
Why pH 7 is chosen as neutral?,Why does pH measure H+ *concentration* and not just presence?
How do the birds survive while trees release carbon dioxide during the night?,How does a bird's size relate to its lower oxygen intake?
"Why would an electron fall back to any energy level other than the n=1, since there are no other electrons stopping it from falling there?",Why can't an electron spontaneously jump to a higher energy level?
How does the atom bomb fall into that every element is made up of unique atoms?,Why is the mass difference in fission crucial for nuclear weapons?
Why oxygen atoms in the molecular formula of water has 4 more atoms that can be used for other bonds?,Why does oxygen share only two of its six valence electrons?
"Weaker the acid, stronger the conjugate base?",Why must moderately weak acids/bases have partially dissociating conjugates?
Why cant oxygen atom do this inspite o is more electronegative than c and h?,How does oxygen's electronegativity affect bonding with carbon/hydrogen?
Do  isotopes ever lose the extra neutron(s) or gain new ones?,Why do isotopes of an element form differently?
Why are the elements in group 2 not stable with 2 valence electrons?,Why don't lighter elements always follow the octet rule?
Does size have any impact on the size of the plasmid that needs to be used?,Why are plasmids larger than 20 kb difficult to manipulate?
How is resonance decreasing reactivity?,Why does resonance-induced stability decrease reactivity of carboxylic acids?
Why the oxygen acquires a positive charge when it bounds to a hydrogen?,Why does a hydrogen ion give oxygen a positive charge?
"Are endocytosis and exocytosis forms of bulk transport, or are they active transport?",Why is bulk transport classified as active transport?
Does Methionine go to E-site(exit) or does it remove after the polypeptides are formed?,"Why is MAP inhibition lethal in bacteria/yeast, but not humans?"
How does Ruminococcus get in the cow's gut to begin with?,How might Ruminococcus colonize a calf's gut later in life?
Why do blood go to the heart if they need oxygen?,How does the heart generate pressure to move deoxygenated blood?
