reference,prediction
"How does oxygen get dissolved in water,which supports marine life?",What implication does the fact that oxygen and water retain their molecular form after dissolution have on our understanding of chemical reactions?
How plants respond to nature?,What specific mechanism do plants use to receive messages from fungi in the soil that warn them of danger?
Why is habituation considered as a learned behavior?,How do innate and learned components of behavior combine in imprinting?
What happen if the repressor stops functioning?,What would be the immediate consequence for the E. coli cell if the repressor gene mutated in such a way that the resulting repressor protein became nonfunctional?
Why is it that animal-based foods are more energy dense than the plants we eat?,"What would happen if the organisms in lower trophic levels were less numerous, while keeping their energy density constant?"
"How does the hydrogen bond in it conform to their definition of van dear Waals forces, which don't involve covalent bonds?",What role do covalent bonds play in distinguishing between polar covalent bonds and hydrogen bonds?
Will electrons always start with same number of protons?,What happens to an atom's charge when it has the same number of electrons as protons?
And why do we need Plasmid?,Why are plasmids more useful in Bacteria than in Eukaryotic cells?
How does caring if it`s a polar or non-polar covalent bond help us?,"What advantage do solvents gain from being able to selectively dissolve certain compounds, in terms of chemical polarity?"
Is the bacterias native plasmid kicked out or do they become neighbors?,What advantages do vector plasmids have over bacteriaphage viruses as vectors for genetic material?
Would we divide the electrons equally between same atoms?,What are the implications of assigning an unequal number of electrons in a bond to two different atoms on their oxidation states?
Why do the voltages have to add to zero when we end up back at the same voltage?,What implications would there be for Kirchhoff's Voltage Law if people on their hike were unable to return to their starting point?
What force brings these two elements together?,What type of charge does an element acquire when it gains an electron?
Does the fly still develop halteres that help it to balance?,What role do halteres play in the overall balance ability of flies?
Could people get rich changing a lead atom into a gold or silver atom and then selling it for money?,"What process would be required to fuse elements heavier than iron through atomic fusion, according to stars?"
What is the reason for the formation of polyatomic ions?,"What implications does the presence of an ""electron is missing"" in one of the polyatomic ion's covalent bonds have on its total charge?"
"Human evolve from apes, so if one mated with a human?",What implications would occur if humans were able to successfully breed with another present-day ape species?
Why does the Hydrogen choose to bond with another hydrogen in the final step instead of to sodium?,Why does hydrogen's need for reaction partners change after it has formed H2?
How to compare the electronegativity?,What is the relationship between the location of an element in the periodic table and its electronegativity?
Would diffusion take place at all?,What would happen if we were to somehow cancel out the effect of gravity on particles at absolute zero?
Do plants respond to night light with no heat?,How do fungi facilitate communication between plants in the soil to help them grow stronger?
Can't we just reuse the already existing energy? Why can't you turn heat into energy?,What is the essential reason why using fuel in a steam engine results in the creation of high entropy heat energy?
How do you tell acidic salt and a normal salt apart?,What types of salts are produced when strong acids react with bases according to the general rule stated in the paragraph?
How is acetyl chloride formed?,What types of reaction apparatuses are suitable for removing water during a reaction involving acetyl chloride?
How to know it is not there without fulfilling the octet rule?,"What implications arise from oxygen's fulfillment of the octet rule in a stable compound, despite not being one of the atoms typically expected to do so?"
Why does Bohr model work?,Why did the Bohr model only work somewhat for hydrogen atoms?
Why pH 7 is chosen as neutral?,What role do the levels above and below pH 7 play in determining its neutral status?
How do the birds survive while trees release carbon dioxide during the night?,What implications do the differences in oxygen intake between birds and humans have on our understanding of their sleep patterns?
"Why would an electron fall back to any energy level other than the n=1, since there are no other electrons stopping it from falling there?",What happens to an electron's ability to drop into lower energy levels if it has already reached the lowest allowed energy state?
How does the atom bomb fall into that every element is made up of unique atoms?,What fundamental property of certain elements makes them particularly suitable for use in nuclear bombs?
Why oxygen atoms in the molecular formula of water has 4 more atoms that can be used for other bonds?,What role do lone pairs play in determining the total number of valence electrons in an oxygen molecule?
"Weaker the acid, stronger the conjugate base?",What must be true about the conjugate base or acid of a moderately weak acid or base in order for it to undergo partial dissociation?
Why cant oxygen atom do this inspite o is more electronegative than c and h?,What implications arise from oxygen being more electronegative than carbon and hydrogen regarding the distribution of bonding electrons?
Do  isotopes ever lose the extra neutron(s) or gain new ones?,What are some ways an atom that is not radioactive may end up changing its number of neutrons?
Why are the elements in group 2 not stable with 2 valence electrons?,What factors contribute to an element not following the octet rule?
Does size have any impact on the size of the plasmid that needs to be used?,What implications does the difficulty in working with plasmids larger than 20 kb have on the overall efficiency of genetic engineering experiments?
How is resonance decreasing reactivity?,How does an increase in stability through resonance relate to the potential for a molecule to participate as an electrophile in a chemical reaction?
Why the oxygen acquires a positive charge when it bounds to a hydrogen?,What implications does the change in oxygen's charge have on its chemical behavior?
"Are endocytosis and exocytosis forms of bulk transport, or are they active transport?",What role do endocytosis and exocytosis play in classifying bulk transport as active transport?
Does Methionine go to E-site(exit) or does it remove after the polypeptides are formed?,What would be the likely outcome if Methionine Aminopeptidase (MAP) were inhibited in cancer cells?
How does Ruminococcus get in the cow's gut to begin with?,What specific passageway in the cow's mouth or nose is most likely for Ruminococcus to enter through?
Why do blood go to the heart if they need oxygen?,What process in the lungs separates CO2 from O2?
