reference,prediction
How the germ cell can go through mitosis?,What is the role of mitosis in the expansion of germ cells before some of them form sex cells?
Does the Cl conjugate base hang out by itself?,How do water molecules interact with a chloride ion?
What makes the carbon dioxide go into the alveoli and the oxygen go into the capillary?,What is the direction of CO2 movement between the blood and alveoli?
Is neutron only the proton which gets kicked out?,Where do high neutron count isotopes typically occur in nature?
Someone pl meiosis and mitosis with respect to X chromosome?,What happens to your cells in your body during meiosis that is not true for mitosis?
What is that extra H+ doing there on the head of water?,What type of bond is formed between C and a hydrogen atom that was attached to an oxygen in the OH- group?
"Do cells 'hunt' for bacterium, or it's an occasion?",What role do cytokines play in attracting immune cells to bacteria during an infection?
Could diatomic hydrogen also be formed by an ionic bond?,What are necessary conditions for an ionic H-H bond to occur between two hydrogen atoms?
Why does a positive kJ result end up with energy leaving a system?,What type of energy is released when the atoms bond in a chemical reaction with a negative delta thetaHf?
How can the oxygen being oxidised?,Why does oxygen lose its valence electrons to satisfy the octet rule?
Would the entire ecosystem collapse?,What are some possible ways for an ecosystem that has collapsed to recover?
Why the HIV virus is coming out of the immune cell?,What happens to a cell that has made so many new viruses?
"Human evolve from apes, so if one mated with a human?",What is the likely outcome of mating a human with an ape?
Why doesn't carbon form any ionic bond?,Why do carbon molecules form bonds instead of gaining or losing 4 electrons?
"Didn't the H+ get randomly picked up by the OH and then later the OH group attached to Carbon gave up its hydrogen to H2O, making it H3O+?",What would happen to a hydronium ion if the pH of its solution is acidic?
Does the Calvin cycle happen after the light-dependent reactions occurs or is the Calvin cycle independent?,Where do the molecules go after being used by the Calvin cycle?
How do the contracting and expanding muscles gets oxygen?,What role does oxygen play in the heart's functioning?
Does the body extract the oxygen from the carbon dioxide?,How much carbondioxide is present in the air compared to oxygen?
Does the oxygen bonded with another oxygen don't count as another oxidation state?,What is the oxidation number of oxygen in hydrogen peroxide?
Why are hydrogen bonds called weak bonds?,What is a result of hydrogen's small diameter and low electronegativity?
Doesn't that violate Markovnikov's rule that the more substituted C will bond with the more substituted reactant?,What is the result of an unsymmetrical reagent adding to an unsymmetrical alkene according to Markovnikov's rule?
How would oxygen share the electrons with the two hydrogens?,What charge does the oxygen atom have?
"Does the electron go into an energy level 1/100000 higher, or where does the extra energy go?",What is the effect on a photon's frequency when atoms or molecules collide with each other?
Why would osmosis be a form of Passive Transport?,What type of transport involves water moving from areas of high water concentration to areas of low water concentration?
How is water supposed to evaporate at 25 degrees Celsius?,How does an increase in temperature affect the state of matter without a change in pressure?
Whats causes a molecule to have potential energy?,What type of interaction contributes to potential energy in a gas molecule?
"Why does a paperclip that is able to sink below the surface, go down to the bottom?","Why does a paper clip sink when placed at the bottom of water, but not once it is underneath the surface?"
Does anaerobic respiration contribute to metabolic rate?,When does anaerobic respiration occur for extensive and intensive metabolic activities?
How would people know if it is redox or a regular one?,What happens to the charges on a chemical equation in a regular reaction versus a redox reaction?
Does the co-repressor unbind itself from the repressor?,What is the effect on tryptophan repressor molecules when tryptophan levels are low?
Is it possible for the inhibitor to later separate or unbind?,What type of inhibitor typically forms a covalent bond with the substrate?
How the exact length of DNA molecules can be determined when it is moving?,What is used to identify the approximate size of a molecule run on a gel during electrophoresis?
Is a non spontaneous reaction always a reverse reaction?,What happens to a reaction if dG0 is spontaneous in one direction?
How carbohydrates fit into the fluid mosaic molecule and what do they look like?,What is the name of the layer on a cell's surface formed by polysaccharides?
What happens to the water at the bottom of the container?,Why does the paper clip sink once underneath the surface of the water?
What stop the salt bridge from itself building up charge?,What is the role of the salt bridge in allowing ions to flow freely between two solutions?
Do the proteins have a chance of going into the cell?,What type of interactions hold transmembrane proteins in place within the cell membrane?
How does the rock effect the community?,How does rock music affect the ecosystem?
"Does that mean that oxygen is the oxidation agent, and hydrogen would be the reduction agent?",What is the role of a substance that reacts with another thing in an oxidation reaction?
Don't they also have to travel through the same capillaries?,What is the main reason why leukocytes are able to escape through any vessel walls to arrive at the needed regions of the body?
How to identify nucleophiles or electrophiles?,What type of atom becomes an electrophile when bonded to a more electronegative atom?
Are the anode rays only nuclei?,What are anode rays thought to consist of?
Don't a voltage source and a current source both supply a current and voltage in a circuit?,What type of source is designed to generate a controlled current?
How do ketones have a stronger dipole moment than aldehydes?,Why do ketones have higher boiling points than aldehydes with similar molecular weights?
"How does oxygen get dissolved in water,which supports marine life?",Does oxygen react with water when dissolved in it?
How plants respond to nature?,What is the main way in which fungi help plants grow stronger?
Why is habituation considered as a learned behavior?,How do ducks learn the picture of their mother after hatching?
What happen if the repressor stops functioning?,What would happen to tryptophan enzyme production if the repressor gene mutated?
Why is it that animal-based foods are more energy dense than the plants we eat?,What happens to energy density in ecosystems when the total energy decreases?
"How does the hydrogen bond in it conform to their definition of van dear Waals forces, which don't involve covalent bonds?",What type of bond is formed between hydrogen and oxygen in a water molecule?
Will electrons always start with same number of protons?,What is the effect on an atom's charge when it has the same number of electrons as protons?
And why do we need Plasmid?,What is one additional purpose of plasmids in Bacteria besides carrying antibiotic resistance and lethal mutations?
How does caring if it`s a polar or non-polar covalent bond help us?,What type of bonds are typically found in water and oil?
Is the bacterias native plasmid kicked out or do they become neighbors?,Why are bacteriaphage viruses used as vectors for genetic material when the host nucleus is smaller?
Would we divide the electrons equally between same atoms?,What is the criterion used to determine which atom in a bond should receive more electrons during the process of assigning oxidation states?
Why do the voltages have to add to zero when we end up back at the same voltage?,What does the concept of Kirchhoff's Voltage Law imply about a person's total change of elevation when they return to their starting point on a hike?
What force brings these two elements together?,What happens to an element when it gains an electron?
Does the fly still develop halteres that help it to balance?,What is a consequence of the inactivation of ultrabithorax?
Could people get rich changing a lead atom into a gold or silver atom and then selling it for money?,What is a problem associated with creating gold through nuclear reactors?
What is the reason for the formation of polyatomic ions?,Why does a negative charge appear in a polyatomic ion?
"Human evolve from apes, so if one mated with a human?",What was the common ancestor species of humans and present-day apes?
Why does the Hydrogen choose to bond with another hydrogen in the final step instead of to sodium?,What happens to hydrogen after it reacts with another hydrogen atom?
How to compare the electronegativity?,What is the most electronegative atom mentioned in the context of the periodic table?
Would diffusion take place at all?,At what temperature is it impossible for particles to diffuse?
Do plants respond to night light with no heat?,How do plants use fungus in the soil as a network?
Can't we just reuse the already existing energy? Why can't you turn heat into energy?,What would be the outcome if all the environment around a steam engine were at the same temperature as the burning fuel?
How do you tell acidic salt and a normal salt apart?,What type of salt is formed when a weak acid reacts with water?
How is acetyl chloride formed?,What type of apparatus can be used to remove water during a reaction involving acetyl chloride?
How to know it is not there without fulfilling the octet rule?,What type of electron pairs are present on oxygen in a stable compound that violates the octet rule?
Why does Bohr model work?,Why was the Bohr model considered outdated?
Why pH 7 is chosen as neutral?,Why was pH 7 chosen as neutral in terms of the pH scale?
How do the birds survive while trees release carbon dioxide during the night?,How do birds' daily oxygen intake compare with humans'?
"Why would an electron fall back to any energy level other than the n=1, since there are no other electrons stopping it from falling there?",What is an electron's state if it drops to an intermediate energy level that is not n=1?
How does the atom bomb fall into that every element is made up of unique atoms?,What types of elements are typically used in nuclear bombs due to their high levels of energy output in fission?
Why oxygen atoms in the molecular formula of water has 4 more atoms that can be used for other bonds?,How many valence electrons does oxygen retain after combining with two atoms of hydrogen?
"Weaker the acid, stronger the conjugate base?",What happens to a moderately weak acid's conjugate base in water?
Why cant oxygen atom do this inspite o is more electronegative than c and h?,Why is oxygen more electronegative than carbon and hydrogen?
Do  isotopes ever lose the extra neutron(s) or gain new ones?,What is a common way in which an atom that is not radioactive changes its number of neutrons?
Why are the elements in group 2 not stable with 2 valence electrons?,Why does hydrogen not follow the octet rule like some other elements?
Does size have any impact on the size of the plasmid that needs to be used?,What is a typical maximum size limit for inserts on a plasmid that requires special transformation techniques?
How is resonance decreasing reactivity?,What happens to a molecule's ability to react when its carbonyl carbon becomes less partially positive due to resonance?
Why the oxygen acquires a positive charge when it bounds to a hydrogen?,What type of hydrogen atom is an oxygen ion actually binding with?
"Are endocytosis and exocytosis forms of bulk transport, or are they active transport?",What is classified as active transport in bulk transport?
Does Methionine go to E-site(exit) or does it remove after the polypeptides are formed?,What happens to polypeptides after Methionine is cleaved?
How does Ruminococcus get in the cow's gut to begin with?,How does Ruminococcus likely enter a cow's body?
Why do blood go to the heart if they need oxygen?,What is the function of diffusion in the separation of gases in the lungs?
