reference,prediction
"Why does a paperclip that is able to sink below the surface, go down to the bottom?",Why does the paper clip's behavior change once it is completely submerged under the water?
Does anaerobic respiration contribute to metabolic rate?,What physiological changes occur as a result of switching from aerobic respiration to anaerobic respiration during intense metabolic activities?
How would people know if it is redox or a regular one?,What specific steps would one need to take in order to balance an unbalanced chemical equation that indicates a redox reaction?
Does the co-repressor unbind itself from the repressor?,How does the presence of tryptophan affect the likelihood of its own binding to the tryptophan repressor in large populations of E. coli cells?
Is it possible for the inhibitor to later separate or unbind?,What types of inhibitors will result in an equilibrium binding reaction?
How the exact length of DNA molecules can be determined when it is moving?,What implications does the varying rate at which DNA segments move during electrophoresis have for determining their sizes?
Is a non spontaneous reaction always a reverse reaction?,"What implication does the statement ""if reaction is spontaneous in one direction it is non spontaneous in opposite direction"" have on the concept of spontaneity?"
How carbohydrates fit into the fluid mosaic molecule and what do they look like?,What role do carbohydrates play when attached to proteins and lipids in cells?
What happens to the water at the bottom of the container?,How do the variations in density between the surface and bottom of the water influence its behavior towards the paper clip?
What stop the salt bridge from itself building up charge?,What role do the freely flowing ions in the salt bridge play in facilitating the exchange between the two half-cells?
Do the proteins have a chance of going into the cell?,What specific interactions between transmembrane proteins and the phospholipid 'tails' are responsible for holding these proteins within the cell membrane?
How does the rock effect the community?,How do rocks directly contribute to the ecosystem in terms of rock music's theme of energetic expression and potential for disruption or danger?
"Does that mean that oxygen is the oxidation agent, and hydrogen would be the reduction agent?",Can one substance be both an oxidising agent and a reducing agent in the same reaction?
Don't they also have to travel through the same capillaries?,What allows white blood cells to rapidly arrive at the needed regions of the body despite the differences in permeability among the three types of capillaries?
How to identify nucleophiles or electrophiles?,What effect on an atom's electronegativity determines whether it becomes an electrophile?
Are the anode rays only nuclei?,What would happen if the ionized gas present in the discharge tube were to lose its positive charge?
Don't a voltage source and a current source both supply a current and voltage in a circuit?,How do voltage sources differ from current sources in terms of controlled parameters?
How do ketones have a stronger dipole moment than aldehydes?,What specific factor causes the oxygen atom in a ketone to gain more electron density than in an aldehyde?
"How does oxygen get dissolved in water,which supports marine life?",What would be the outcome if oxygen were to undergo a chemical reaction with water instead of dissolving in its molecular form?
How plants respond to nature?,What role do fungi play in facilitating communication between plants regarding threats such as disease?
Why is habituation considered as a learned behavior?,In what ways do innate factors interact with learned behaviors in the process of imprinting?
What happen if the repressor stops functioning?,How would mutating the repressor gene affect the overall control mechanism of tryptophan production in E.coli cells?
Why is it that animal-based foods are more energy dense than the plants we eat?,How do the differing numbers of organisms in lower trophic levels compared to higher trophic levels influence energy density?
"How does the hydrogen bond in it conform to their definition of van dear Waals forces, which don't involve covalent bonds?",What is the key characteristic that distinguishes polar covalent bonds from hydrogen bonds in terms of their origin within a molecule?
Will electrons always start with same number of protons?,What implications would having an unequal number of electrons and protons in an atom have on its charge?
And why do we need Plasmid?,What advantage do plasmids provide in Bacteria with nucleoid compared to those without?
How does caring if it`s a polar or non-polar covalent bond help us?,What relationship exists between the type of bonds in a substance and its ability to dissolve certain compounds?
Is the bacterias native plasmid kicked out or do they become neighbors?,What implications does the negligible uptake of vector plasmids have on the overall size of DNA in the host?
Would we divide the electrons equally between same atoms?,"When calculating the oxidation state of an atom in a molecule using the method described, will the result always accurately reflect the actual distribution of electrons around that atom?"
Why do the voltages have to add to zero when we end up back at the same voltage?,Does the concept of total change in elevation being 0 imply that voltage is a state variable or a path variable?
What force brings these two elements together?,"When an element loses an electron due to ionic interaction, why would it necessarily have a positive charge?"
Does the fly still develop halteres that help it to balance?,What effect would activating ultrabithorax have on the lethality of the mutation caused by its inactivation?
Could people get rich changing a lead atom into a gold or silver atom and then selling it for money?,Can atomic fusion create elements heavier than iron at present-day technological levels?
What is the reason for the formation of polyatomic ions?,What determines the total charge on a polyatomic molecule when an electron is missing in one of its covalent bonds?
"Human evolve from apes, so if one mated with a human?",What fundamental difference in DNA between humans and present-day apes is responsible for preventing viable offspring from being produced when they attempt to mate with each other?
Why does the Hydrogen choose to bond with another hydrogen in the final step instead of to sodium?,What drives the hydrogen atom formed after sodium gives up its electron to react with another H?
How to compare the electronegativity?,What causes the observed trend in electronegativity across the periodic table?
Would diffusion take place at all?,What effect would gravity have on diffusion if all kinetic energy of particles was removed?
Do plants respond to night light with no heat?,How do plants utilize fungi in the soil as a network to facilitate communication among them?
Can't we just reuse the already existing energy? Why can't you turn heat into energy?,What relationship must exist between the temperature of an energy source and that of its surroundings in order to generate useful work from a system of energy?
How do you tell acidic salt and a normal salt apart?,What are some implications for the properties of salts produced by reactions between strong acids and bases based on their behavior in water?
How is acetyl chloride formed?,What specific characteristics of acetyl chloride do not allow it to react with the products formed in a concomitant reaction where water is a reactant?
How to know it is not there without fulfilling the octet rule?,What implication does oxygen's ability to form 2 lone pairs have on its valence electron configuration in a stable compound?
Why does Bohr model work?,What was the primary reason the Bohr model worked somewhat for hydrogen atoms?
Why pH 7 is chosen as neutral?,Why was pH 7 specifically chosen as neutral?
How do the birds survive while trees release carbon dioxide during the night?,How do birds' smaller size compared to humans impact their overall sleep patterns?
"Why would an electron fall back to any energy level other than the n=1, since there are no other electrons stopping it from falling there?",What are the implications of an electron's ability to spontaneously jump down to any lower energy level on its overall stability in the n=1 state?
How does the atom bomb fall into that every element is made up of unique atoms?,What is the fundamental reason why nuclear power plants are able to harness energy without creating destructive explosions like atomic bombs?
Why oxygen atoms in the molecular formula of water has 4 more atoms that can be used for other bonds?,How do the 4 valence electrons in lone pairs of the oxygen atom relate to its overall valence electron configuration?
"Weaker the acid, stronger the conjugate base?",What specific characteristic must moderately weak acids and bases exhibit in water due to their partial dissociation?
Why cant oxygen atom do this inspite o is more electronegative than c and h?,What implications would arise if oxygen had bonding electrons distributed equally between itself and carbon or hydrogen?
Do  isotopes ever lose the extra neutron(s) or gain new ones?,What are some common characteristics among isotopes of an element that form through different processes?
Why are the elements in group 2 not stable with 2 valence electrons?,"What are some key factors that affect how elements behave in chemistry, and why is it not sufficient to rely solely on one rule such as the octet rule?"
Does size have any impact on the size of the plasmid that needs to be used?,What are the implications of plasmid size on laboratory work?
How is resonance decreasing reactivity?,What implications does this relationship between stability and reactivity have for the design of chemical reactions that aim to create highly reactive molecules?
Why the oxygen acquires a positive charge when it bounds to a hydrogen?,What implications does having an oxygen atom with an extra proton have on its overall electrical charge?
"Are endocytosis and exocytosis forms of bulk transport, or are they active transport?",What process enables larger molecules or particles to cross membranes when they are too large to be transported by proteins?
Does Methionine go to E-site(exit) or does it remove after the polypeptides are formed?,What cellular process in humans is targeted for drug development due to its overexpression in cancer cells?
How does Ruminococcus get in the cow's gut to begin with?,What is the likely initial entry point for Ruminococcus into the cow's body?
Why do blood go to the heart if they need oxygen?,What drives the movement of deoxygenated blood into the lungs where oxygenation occurs?
