reference,prediction
Why didn't only one drop leak out?,How does vibrational disturbance affect surface tension in overflowing drops?
What was happening molecularly to the surface of the water?,How does vibrational disturbance affect surface tension during overflow?
How surface tension applies to the shape of water droplet?,How does surface tension affect droplet shape in different gravities?
Why don't the oxygen atoms in the air bond to the water molecules on the surface and pull on water molecules?,How does water agitation affect oxygen absorption rate in water?
How does water evaporate?,How does water molecule kinetic energy relate to evaporation rate?
What happens to the water at the bottom of the container?,Why is water less dense at the bottom of a container?
"Why does a paperclip that is able to sink below the surface, go down to the bottom?",Why does a paper clip sink in water?
How does the brain get the oxygen and glucose it needs?,How does sodium concentration affect glucose transport across the BBB?
Why is the brain included in central nervous system?,How does the central nervous system interpret peripheral nervous system signals?
Are the cranial nerves part of the CNS and the spinal nerves part of the PNS?,How do cranial nerves transmit afferent and efferent information?
Why the sensory neurons in the ganglia have axons that carry impulses towards the soma instead of dendrites that carry impulses towards the soma?,How does dendrite location relate to neuronal function in different neurones?
What does surface area have to do with how much energy it takes for these transfers to occur?,How does surface area to volume ratio affect diffusion efficiency?
How to know it is not there without fulfilling the octet rule?,Why does oxygen follow the octet rule in compounds?
How does oxygen get a triple bond with carbon?,How does oxygen's electron configuration influence its bonding behavior?
How does oxygen get a triple bond with carbon?,Why does CO have a shorter triple bond than expected?
How would dogs and horses be listed?,How does horse evolution compare to the evolution of other mammals?
How would dogs and horses be listed?,How does the horse's genome compare to other perissodactyls?
How are they classified on the map?,How does interbreeding define species boundaries in breeding populations?
Are they consider a different species or a subspecies?,How does interbreeding affect subspecies designation and long-term viability?
Do we also breathe in the nitrogen in the atmosphere and do we take in this nitrogen?,How do plants convert nitrates into amino acids/proteins?
Would air particles perform a tiny sonic boom?,Why does a single air molecule not cause sonic booms?
Would air particles perform a tiny sonic boom?,How does compression speed relate to sonic boom intensity?
Would air particles perform a tiny sonic boom?,Does a single air particle generate compression to create a sonic boom?
Would air particles perform a tiny sonic boom?,How does air particle speed relate to sonic boom formation?
Does it have to consider the direction of the molecules or the absolute value?,How does direction affect kinetic energy within a system?
Why do things burn or explode?,How does molecular speed affect spontaneous oxidation probability?
Why is the speed increasing while the temperature is constant?,How does temperature affect the frequency of molecular collisions?
After a while would the graph for the same system be different?,How does graph shape change with molecule speed distribution?
Is there any specific reason mole was defined using the number of elemental entities of carbon-12?,Why was oxygen used before carbon-12 for studies?
How does the body know what to send down the esophagus and what to send down the trachea?,How does muscle contraction affect trachea opening during swallowing?
How does the body know what to send down the esophagus and what to send down the trachea?,How does the esophagus prevent food from entering the trachea?
Does some air leak or escape?,How does Earth's atmosphere affect respiratory system efficiency?
How efficient is this system?,How does respiratory system efficiency depend on other biological systems?
Does some air leak or escape?,How does the respiratory system maintain an airtight seal?
Does our body use the co2 produced by our body?,How does CO2 concentration affect urea and fatty acid synthesis?
Why do we need two lungs?,Why are lungs divided into smaller structures to maximize surface area?
Why do we need two lungs?,Why are two smaller lungs more effective than one larger lung?
What becomes of the oxygen that had not been used up?,Why does exhaled air still contain so much unused oxygen?
Does oxygen that had not been used up escape?,Why is excess oxygen exhaled instead of fully absorbed?
Are lungs controlled in a voluntary or involuntary manner?,How does abdominal breathing maximize gas exchange in the lungs?
Why do blood go to the heart if they need oxygen?,How does blood pressure affect oxygen diffusion in the lungs?
Do blood get filled by the alveoli?,How does alveolus structure facilitate efficient gas exchange in lungs?
Why hasn't the body evolved so that 'solid' stuff doesn't travel from the nose to the stomach?,How effective are stomach acids at neutralizing ingested pathogens?
Why hasn't the body evolved so that 'solid' stuff doesn't travel from the nose to the stomach?,How does mucus consistency change during illness versus health?
How much time does the gasses presented in the blood getting exchanged by the alveoli takes?,How does tissue distance from heart affect oxygen diffusion rate?
Why does the 4s orbital fill in general?,Why do exceptions to the Aufbau principle occur?
"How can cadmium, an element that is somewhere around the middle of the periodic table, have an oxidation state of +2?",Why does cadmium tend to lose its valence electrons?
Are the anode rays only nuclei?,How does ionized gas composition affect anode ray properties?
How will indicator help?,Why does equivalence point pH vary with acid/base strength?
Does the colour goes away?,Why does Bromothymol Blue's color change with pH?
Does the colour goes away?,Why does Bromthymol blue change color within that pH range?
Why doesn't a titration of HCL against Na2CO3 go to completion?,Why does Na2CO3 titration have two equivalence points?
How can Osmosis be a form of Passive Transport?,How does solute concentration affect osmosis rate across membranes?
Shouldn't Osmosis technically be classified as a form of active transport?,How does active transport use energy from cellular respiration?
Why would osmosis be a form of Passive Transport?,How does passive transport facilitate molecular movement across cellular membranes?
How molecules move from areas of high concentration to low concentration?,Why does osmosis only deal with the movement of water?
Shouldn't osmosis technically be classified as a form of active transport?,How does active transport move molecules against a concentration gradient?
Is osmosis also passive transport for water?,How does passive transport enable movement across cellular membranes?
Did RNA exist before cells?,How did RNA develop the ability to make proteins?
How would that water continue through the water cycle?,How does plant transpiration affect atmospheric humidity levels locally?
Why are the electrons mapped out in such an orderly way?,How does Bohr's model simplify understanding atomic energy levels?
According to what definition?,Why does zinc's position cause transition metal misclassification?
Is the theory called a law?,How do theories evolve into laws within scientific understanding?
Would that salt water need to be heated at a higher temperature before it began to evaporate?,How does atmospheric pressure affect Earth's surface temperature?
How is salt in the water?,How does salt concentration vary between soil and atmosphere?
Why wouldn't the males be affected but the females would?,How do sex hormones affect X-linked gene expression differently?
What do females get in terms of alleles/genetic traits that males don't?,Why do X-linked diseases occur less in females?
How is a ligament tear different from a sprain and why does it require surgery?,How does ligament damage initiate the inflammatory response cascade?
How is a ligament tear different from a sprain and why does it require surgery?,How does ligament over-stretching cause inflammation and bleeding?
Would the lungs be an Involuntary or Voluntary muscle?,How does skeletal muscle control breathing volume and pressure?
What type of muscle is responsible for breathing?,How does the diaphragm facilitate involuntary control of breathing?
When the muscle contracts what does it pull on to straighten the leg or to bring the lower leg up?,How does quadriceps contraction cause the tibia to move?
Does every polypeptide start with methionine as the first amino acid?,How does methionine oxidation affect protein structure and function?
Does Methionine go to E-site(exit) or does it remove after the polypeptides are formed?,How does MAP overexpression promote cancer cell survival and proliferation?
Where does the tRNA go?,Why do tRNAs degrade after translation is complete?
Where does the tRNA go?,How does tRNA recycling affect the efficiency of translation?
Does Ribosome exists first or Protein does?,How did ribosomes evolve in the hypothetical RNA world?
Is the N-terminus or C-terminus formed first?,How does the N-terminus initiate protein synthesis?
How does the RNA polymerase continue on with transcription?,How does repressor concentration affect tryptophan binding and transcription?
Does the co-repressor unbind itself from the repressor?,How does repressor concentration affect gene transcription efficiency in E. coli?
What happen if the repressor stops functioning?,How does repressor protein mutation affect tryptophan enzyme transcription?
Can the strength of a base or acid be determined only by its starting pH?,How does acid concentration affect the relationship between strength and pH?
How do the molecules moving down their concentration gradient in a antiporter provide the energy for the others to move in the opposite direction?,How does sodium gradient energy drive antiporter molecule transport?
How is the Sodium-Potassium Pump NOT an anti porter?,How does the first solute's gradient fuel the second's movement?
How is the Sodium-Potassium Pump NOT an anti porter?,Why is sodium-potassium pump not considered an antiporter?
How is the Sodium-Potassium Pump NOT an anti porter?,How does sodium concentration affect antiporter shape change efficiency?
Do the symporters and antiporters use ATP?,How does the electrochemical gradient drive antiporter function?
Is this use of renewable energy through passive transport down the concentration gradient that provides them with all of the energy needed for the exchange?,How does ATP use impact electrochemical gradient-driven secondary active transport?
Does the oxygen bonded with another oxygen don't count as another oxidation state?,How does bonding to itself affect oxygen's oxidation state?
How to determine whether an oxide is superoxide or peroxide?,How does superoxide's unpaired electron affect its chemical reactivity?
How to work out what its oxidation number is?,Why does oxygen usually have a 2- oxidation state?
How to determine the oxidation state of oxygen?,Why do oxidation state rules fail for some chemicals?
What are the possible complications or consequences of a kidney infection?,Why does kidney infection vulnerability increase after initial infection?
What would the evolutionary advantage be for having a bladder instead of just peeing?,How does bladderless urination affect kidney infection rates?
Why do leave lot concentration of pure solids?,Why does a pure solid have an activity of one?
Should none of the water evaporate because the boiling point of water is 100 Celsius?,How does atmospheric pressure affect a liquid's boiling point?
How is water supposed to evaporate at 25 degrees Celsius?,How does temperature affect the kinetic energy of molecules?
Will atom need to gain 4 electrons or lose 4 electrons to achieve an octet?,Why do half-filled subshells promote covalent bonding in carbon?
Why does air exist continuously in gaseous form?,How does pressure affect the kinetic energy needed for gas?
Why do molecules of water which evaporate condense back again when the air can maintain it's KE ?,How does pressure affect the kinetic energy required for gases?
Will the boiling point change?,How does atmospheric pressure affect a liquid's boiling point?
How will the boiling point change?,How does atmospheric pressure affect the boiling point of water?
What would happen? Would the vapor pressure increase?,How does external pressure affect a substance's vapor pressure?
How does the entire bulk of a liquid kept in open air evaporate ?,How does adding heat affect vaporization rate in liquids?
Does vaporization occur in an open system?,Why does an open system prevent reaction equilibrium?
"How to explain the boiling,say of water,in an open vessel?",How does heating rate affect vaporization below boiling point?
Species have lone pairs molecular geometry can only be v-shaped or trigonal pyramid?,How do lone pairs affect bond angles in molecules?
Why/how was sexual reproduction introduced?,How did early sexual reproduction mechanisms increase genetic variation?
"How to account for 'new' traits, and not just novel gene combinations?",How does gene duplication facilitate frameshift mutations and novel traits?
A chromosome has just DNA with different number of pairs?,Why do closely related species have similar chromosome numbers?
How many chromosomes would a person have?,How do chromosomes determine sexual characteristics in hermaphroditic individuals?
How many chromosomes would a person have?,How do hormonal and environmental factors affect chromosome expression?
Why do human need variation?,How does selective pressure reduce phenotype variation in populations?
Why do we need to balance the equation?,How does balancing equations relate to conservation of mass?
Would fusion disprove the Law of Conservation of Matter?,Why do nuclear reactions require much higher temperatures?
Is it more important to have no formal charge than obey the octet rule?,Why does oxygen's electronegativity affect sulfur's bonding?
Why aren't electrons on the terminal atoms considered?,"Why do lone pairs influence electron geometry, not molecular geometry?"
How is trigonal pyramidal different from tetrahedral?,How does tetrahedral geometry relate to trigonal pyramidal shape?
"Why doesn't the pressure of the cell (even a red blood cell that isn't rigid), balance out the net inflow?",Why does osmotic pressure cause RBC lysis but not plant cells?
"Why doesn't the pressure of the cell (even a red blood cell that isn't rigid), balance out the net inflow?",Why does increased intracellular solute decrease water molecule exit probability?
"Why doesn't the pressure of the cell (even a red blood cell that isn't rigid), balance out the net inflow?",How does wall pressure prevent plant cells from bursting?
Shouldn't there be MORE water outside the cells?,How does root pressure facilitate water uptake by rhizomes?
Why do plants die from over-watering?,How does water accumulation in tissues affect plant health?
Salt was dissolved in the digestive system so why would osmosis need to dissolve it again when diffusing the salt?,How does solute concentration affect water movement during osmosis?
Is it where all the work happens?,How does metabolism regulate energy storage and release in cells?
Is reaction that oxygen reacts with carbon to create CO2 anabolic or catabolic?,Why does O2 have more oxidative power than CO2?
Does metabolism vary widely between people?,How do hormones affect metabolism rates in the human body?
Does ATP transform back to ADP?,How does ADP phosphorylation in mitochondria affect ATP production?
Can ADP be used again to form back ATP?,How does ADP phosphorylation drive ATP production in mitochondria?
Does anabolism and catabolism is a cyclic process?,How does catabolism provide energy for anabolic reactions?
Does metabolism happen all time?,How are anabolic and catabolic reactions interconnected within metabolism?
If both anabolic pathways and metabolic pathways can happen at same time?,How does anabolism relate to the overall metabolic system?
Does human beings have the capacity to use all areas of cerebral cortex or only few designated areas?,How does brain damage induce savant-like skills or intelligence?
What happens to the myelin sheath and nodes of ranvier?,How does myelin damage affect axonal loss in multiple sclerosis?
Is tRNA formed from these hairpin structures?,How do tRNA hairpins facilitate amino acid delivery?
Why are introns are formed?,How do parasitic introns insert themselves into host genes?
Won't the RNA have the wrong sequence?,How do introns regulate gene expression?
Wouldn't it be more practical for the cell to just splice the DNA strand itself?,"Why is all DNA transcribed, even non-coding regions?"
How to figure out that the trait is recessive?,How does X-linked inheritance affect observed dominance patterns?
How can water pass through the hydrophobic part of the cell?,How does hydrophobe interaction affect water molecule diffusion rate?
Is the ribosome an enzyme or does it just ACT as an enzyme?,How does aminoacyl-tRNA synthetase ensure correct amino acid attachment?
Is the ribosome an enzyme or does it just ACT as an enzyme?,How do ribosomal proteins regulate rRNA enzymatic activity?
From where does tRNA get revived to continue its function in the future?,How does aminoacyl-tRNA synthetase ensure correct tRNA amino acid pairing?
Can the mRNA be translated again?,How does mRNA stability affect the number of protein molecules produced?
What effect would increasing the colume of the intermembrane space have on the function of a mitochondrion?,How does mitochondrial size affect cellular respiration efficiency?
Do protons go into the mitochondria or mitochondria has extra protons itself?,How do cells maintain pH in light of local proton changes?
Is not complex 2 supposed to have more ability to gain electrons?,How does electron transfer impact proton gradient formation efficiency?
What would happen to total current?,How does parallel resistance relate to total electric current?
Can you calculate resistance and just inverse it?,Why are parallel conductance and series resistance mathematical duals?
What would the applications of parallel conductance be?,Why are parallel conductance and series resistance considered duals?
Don't a voltage source and a current source both supply a current and voltage in a circuit?,How does changing resistance impact current from a voltage source?
Why pH 7 is chosen as neutral?,How does the concentration of H+ ions determine pH level?
Where does the ATP come from?,How does the Calvin cycle influence light-dependent reaction efficiency?
Does the Calvin cycle happen after the light-dependent reactions occurs or is the Calvin cycle independent?,How are light-dependent reactions dependent on the Calvin cycle?
What is the actual colour of the plant?,How does thylakoid structure relate to chlorophyll's light absorption?
How plants respond to nature?,How does fungal network communication affect plant disease resistance?
Do plants respond to night light with no heat?,How do plants use fungi to communicate danger signals?
How can NaOH have a pH scale?,How does NaOH concentration relate to the pH of its solution?
Does ph of a monoprotic acid and a diprotic acid is same?,Would diprotic acids always have lower pH than monoprotic acids?
Why does nucleolus disappear and then reappear again?,How is nucleolus disassembly controlled during mitosis?
Do motor proteins all serve a similar function or can they have many varied or specific roles?,How do motor proteins facilitate cargo transport in cells?
What happens to the rest of the organelles?,How do organelles ensure proper chromosome attachment to the mitotic spindle?
How does the cell make sure to rapidly attach those chromosomes to the mitotic spindle so they don't float freely or mingle with organelles?,How do organelles ensure proper chromosome attachment during mitosis?
What makes chromosomes stay there?,How does kinetochore attachment affect chromosome segregation during mitosis?
How many chromosomes does each daugher cell have after cell division is complete?,How does chromosome number change during mitosis versus meiosis?
What happens to the metal after it cools down?,Why does metal lose acquired charge over time?
What is the photon's structure?,How does energy equivalence change matter interactions at relativistic speeds?
How does the photon carry energy?,How does energy relate to mass at relativistic speeds?
Where does the photon store energy?,How does energy convert to matter at high speeds?
Why does the current not increase when the kinetic energy increases?,How does frequency affect the kinetic energy of electrons?
Why does the current not increase with increasing frequency?,How does frequency relate to the number of electrons flowing?
Is the gene coding for the axil color what affects the flower color?,How does one gene control multiple purple phenotypes?
Does all the atoms in the ion need to be negative or positive for the entire to be that charge?,How does an atom acquire a positive or negative charge?
What is the difference between polygenic and epistasis?,How does epistasis affect the expression of polygenic traits?
Do non living things have cell?,Why are plant cells generally larger than animal cells?
Does the chromatin of the cell have any significant change?,What significant differences exist between plant and animal chromatin structure?
What is the reason for the formation of polyatomic ions?,How do covalent bonds influence polyatomic ion charge?
What measures should be taken to ensure that the possibility of DNA template interconnection rather than primers does not occur?,How does primer binding temperature affect DNA re-annealing?
What is the difference between habitat and population?,How do population and community structures interact within an ecosystem?
What is predation?,How does predation affect prey population size and behavior?
What is special about acids and bases?,How do the acid-base theories differ in scope and application?
How do you tell acidic salt and a normal salt apart?,Why do acidic salts react with water to form H3O+?
Why aren't  human-made elements classified as compounds?,How does proton number dictate an element's chemical properties?
Was greek the *scholarly* language of earlier times so that it is even used today?,Why are Greek letters commonly added to scientific symbols?
What is its difference to Quantum Mechanics?,Why does classical mechanics fail at the quantum level?
Will the light stay there?,How does infinite randomness relate to black hole interiors?
What is the probability that the male offspring will show the dominant trait?,How does sex chromosome linkage affect dominant trait expression?
How are projectiles and  freefalling objects different?,How does gravity affect the acceleration of free-falling objects?
"If before, from which of these domains did Eukarya branch?",How did eukaryotes evolve from archaea and not bacteria?
How does Ruminococcus get in the cow's gut to begin with?,How does Ruminococcus colonize a cow's gut over its lifespan?
What is the role of prokaryotes?,How do prokaryotes survive in extreme environmental conditions?
And why do we need Plasmid?,How does plasmid DNA facilitate horizontal gene transfer in bacteria?
Could the Moon have been of Earth?,How did the early Earth asteroid collision form the Moon?
Did gas giants and sun form in different ways?,How does a gas giant's core size affect its atmosphere?
How are gas molecules supposed to form uranium?,How does supernova temperature affect element formation during fusion?
Where does the hydrogen essential for the formation of the Sun came from?,Why does hydrogen remain in some supernova remnants?
What was the evidence?,How did extreme heat change the Moon's elemental composition?
Does it affect the Existence of life on Earth?,How does Earth's molten core generate its magnetic field?
Is that Earth (or any other planet in solar system) has a core a theory?,How does Earth's core generate its observed magnetic field?
What proof is available to support Earth (or any other planet in solar system) has a core?,How does Earth's core generate and maintain its magnetic field?
Would weight change as you travel deeper underground?,Why does gravity weaken as one approaches Earth's core?
What keeps the moon from collapsing itself?,How does mass affect electron repulsion in non-stellar objects?
Could any forest in the spring recovering from any winter be considered secondary succession?,Does seasonal species behavior negate secondary succession classification?
Does secondary succession always have to occur?,Does seasonal species migration negate secondary succession classification?
Which would lead them to cannibalism of their own kind?,How does extreme species loss affect community stability and resilience?
Why do you suppose there is an actual advantage to losing your eyes if you live in the dark?,How does the absence of eyes affect energy allocation in organisms?
How does the rock effect the community?,Does rock music affect musicians' hearing over time?
Wouldn't bacteria in the water cause illness towards animals?,Why do animal and human guts host different bacteria?
How do the birds survive while trees release carbon dioxide during the night?,How does bird size affect oxygen intake compared to humans?
Does hand have its on population?,What is the relationship between bacterial populations and communities?
Could a ecosystem just have biotic factors but not abiotic factors?,How do ecosystems function without abiotic components?
Do humans need to protect other species or can we do without?,How are species inter-related within an ecosystem's intricate balance?
Do human and it's on such a small scale scale that it doesn't matter?,How does ecosystem adaptation rate affect collapse likelihood?
Can that species adapt to another food source? Or will the species just die off?,How does diet specialization affect a species' ability to adapt?
How is energy of human returned to other animals?,How is energy returned to the ecosystem during decomposition?
Does 'bacteria' do most of the work?,Why does bacteria decompose whale carcasses slower than animals?
Would the entire ecosystem collapse?,How does keystone species loss impact ecosystem collapse probability?
Would the entire ecosystem recover and how?,How does keystone species loss affect ecosystem collapse probability?
Is it possible for there to be a positive outcome?,How does niche removal affect long-term ecosystem stability and species diversity?
How to define an eco-system as being separate from another eco-system?,How does scale affect the distinction between ecosystem and biome?
How would we get fossils?,How does proximity to water affect an organism's fossilization?
What is the overall balance of energy on this process?,How does the electrochemical gradient influence active transport efficiency?
