reference,prediction
"Does the electron go into an energy level 1/100000 higher, or where does the extra energy go?",Why do collisions perturb electron motions in atoms?
Why would osmosis be a form of Passive Transport?,How can water move without using any energy?
How is water supposed to evaporate at 25 degrees Celsius?,How does temperature make molecules break away from each other?
Whats causes a molecule to have potential energy?,Why do gas molecules have no potential energy?
"Why does a paperclip that is able to sink below the surface, go down to the bottom?",Why does surface tension make the paper clip sink?
Does anaerobic respiration contribute to metabolic rate?,Why does anaerobic respiration only happen when running?
How would people know if it is redox or a regular one?,How can electron transfer happen if charges balance?
Does the co-repressor unbind itself from the repressor?,Why does the repressor need tryptophan to work?
Is it possible for the inhibitor to later separate or unbind?,Why is non-competitive inhibitor binding always reversible?
How the exact length of DNA molecules can be determined when it is moving?,Why do smaller DNA segments move faster?
Is a non spontaneous reaction always a reverse reaction?,Why is it non-spontaneous in the opposite direction?
How carbohydrates fit into the fluid mosaic molecule and what do they look like?,How do cells recognize other cells?
What happens to the water at the bottom of the container?,Why does more dense surface water make the paper clip sink?
What stop the salt bridge from itself building up charge?,Why do ions flow freely in both directions?
Do the proteins have a chance of going into the cell?,Why do some proteins get stuck to the cytoskeleton?
How does the rock effect the community?,What do these rocks have to do with rock music?
"Does that mean that oxygen is the oxidation agent, and hydrogen would be the reduction agent?",Does the oxidising agent get oxidised too?
Don't they also have to travel through the same capillaries?,Do leukocytes pass through capillaries or escape any vessel?
How to identify nucleophiles or electrophiles?,Why do electrophiles have a partial positive charge?
Are the anode rays only nuclei?,Why are they called anode rays if from gas?
Don't a voltage source and a current source both supply a current and voltage in a circuit?,How does a voltage source generate different currents?
How do ketones have a stronger dipole moment than aldehydes?,Why don't aldehydes have as much electron density?
"How does oxygen get dissolved in water,which supports marine life?",Is dissolving in water not a type of reaction?
How plants respond to nature?,How do fungi send messages between plants?
Why is habituation considered as a learned behavior?,"Why do ducks have to learn if it's inborn?""?"
What happen if the repressor stops functioning?,Why does a broken repressor mean constant transcription?
Why is it that animal-based foods are more energy dense than the plants we eat?,How can energy density increase if total energy decreases?
"How does the hydrogen bond in it conform to their definition of van dear Waals forces, which don't involve covalent bonds?",Why isn't the O-H bond a hydrogen bond?
Will electrons always start with same number of protons?,Why do protons make an atom neutral with electrons?
And why do we need Plasmid?,Why do we not need plasmids if they are so useful?
How does caring if it`s a polar or non-polar covalent bond help us?,Why do polar and nonpolar substances not dissolve?
Is the bacterias native plasmid kicked out or do they become neighbors?,Why are plasmids generally small for host DNA?
Would we divide the electrons equally between same atoms?,How does assigning electrons give the oxidation state?
Why do the voltages have to add to zero when we end up back at the same voltage?,How does hiking relate to voltage in a circuit?
What force brings these two elements together?,Why do elements lose or gain electrons?
Does the fly still develop halteres that help it to balance?,What do halteres actually do for the fly?
Could people get rich changing a lead atom into a gold or silver atom and then selling it for money?,Why is making gold from other atoms so expensive?
What is the reason for the formation of polyatomic ions?,Why is a negative charge shown if an electron is missing?
"Human evolve from apes, so if one mated with a human?",Why can't we breed a half-way point now?
Why does the Hydrogen choose to bond with another hydrogen in the final step instead of to sodium?,Why does hydrogen react with another H to form H2?
How to compare the electronegativity?,Why does electronegativity get stronger across the table?
Would diffusion take place at all?,How can molecules diffuse at 0 K if they have no kinetic energy?
Do plants respond to night light with no heat?,Why doesn't heat matter for plant light responses?
Can't we just reuse the already existing energy? Why can't you turn heat into energy?,Why can't work be done if everything is same temperature?
How do you tell acidic salt and a normal salt apart?,Why does a weak acid make a basic salt?
How is acetyl chloride formed?,How does that other reaction remove water from the main one?
How to know it is not there without fulfilling the octet rule?,Why does oxygen always need eight valence electrons?
Why does Bohr model work?,Why do orbit energy concepts apply if electrons aren't in orbits?
Why pH 7 is chosen as neutral?,"Why is pH called 'power of Hydrogen' exactly?""?"
How do the birds survive while trees release carbon dioxide during the night?,Why is bird oxygen intake much smaller than ours?
"Why would an electron fall back to any energy level other than the n=1, since there are no other electrons stopping it from falling there?",Why does the electron always go back to n=1?
How does the atom bomb fall into that every element is made up of unique atoms?,Why does the atom bomb only deal with the nucleus?
Why oxygen atoms in the molecular formula of water has 4 more atoms that can be used for other bonds?,Why does oxygen have 8 valence electrons in water?
"Weaker the acid, stronger the conjugate base?",Why doesn't a strong acid's conjugate act as a base?
Why cant oxygen atom do this inspite o is more electronegative than c and h?,Why does oxygen attract bonding electrons more than others?
Do  isotopes ever lose the extra neutron(s) or gain new ones?,Why don't isotopes of the same element change into each other?
Why are the elements in group 2 not stable with 2 valence electrons?,Why is H2 stable but also quite reactive?
Does size have any impact on the size of the plasmid that needs to be used?,Why are plasmids over 20kb difficult to work with?
How is resonance decreasing reactivity?,How does moving electrons make carbon less positive?
Why the oxygen acquires a positive charge when it bounds to a hydrogen?,Why does oxygen get a positive charge from a proton?
"Are endocytosis and exocytosis forms of bulk transport, or are they active transport?",Why is bulk transport considered active transport?
Does Methionine go to E-site(exit) or does it remove after the polypeptides are formed?,Why is inhibiting MAP bad for bacteria but good for cancer?
How does Ruminococcus get in the cow's gut to begin with?,Why doesn't Ruminococcus get into baby calves right away?
Why do blood go to the heart if they need oxygen?,Does blood get oxygenated inside the heart itself?
