reference,prediction
Why do the voltages have to add to zero when we end up back at the same voltage?,"So, does that mean voltage always goes back to zero?"
What force brings these two elements together?,Why do the elements become charged in the first place?
Does the fly still develop halteres that help it to balance?,"What does ultrabithorax do, and why is it lethal?"
Could people get rich changing a lead atom into a gold or silver atom and then selling it for money?,Why is it so hard to change one atom into another?
What is the reason for the formation of polyatomic ions?,"So, does the missing electron give the whole thing charge?"
"Human evolve from apes, so if one mated with a human?","So, why can't we breed with other apes at all?"
Why does the Hydrogen choose to bond with another hydrogen in the final step instead of to sodium?,"If sodium doesn't react, why does hydrogen react with itself?"
How to compare the electronegativity?,Why does electronegativity go up and to the right?
Would diffusion take place at all?,Does gravity cause diffusion even at absolute zero?
Do plants respond to night light with no heat?,"Does heat matter to plants, even with light reactions?"
Can't we just reuse the already existing energy? Why can't you turn heat into energy?,Do we need a cold place for energy to work?
How do you tell acidic salt and a normal salt apart?,Why do strong acids and bases make neutral salts?
How is acetyl chloride formed?,Why is removing water important for acetyl chloride reactions?
How to know it is not there without fulfilling the octet rule?,Why does oxygen need eight electrons to be stable?
Why does Bohr model work?,"What does ""energy concepts for orbits"" even mean, though?"
Why pH 7 is chosen as neutral?,"Why is pH 7 neutral, and not some other number?"
How do the birds survive while trees release carbon dioxide during the night?,Why does being smaller affect their oxygen intake?
"Why would an electron fall back to any energy level other than the n=1, since there are no other electrons stopping it from falling there?",Why does the electron have to drop in steps?
How does the atom bomb fall into that every element is made up of unique atoms?,Do atom bombs split atoms like nuclear power does?
Why oxygen atoms in the molecular formula of water has 4 more atoms that can be used for other bonds?,"So, does oxygen need eight electrons to be stable?"
"Weaker the acid, stronger the conjugate base?",Why can't strong acids go back to being acids?
Why cant oxygen atom do this inspite o is more electronegative than c and h?,"What does electronegative mean, and why does it matter?"
Do  isotopes ever lose the extra neutron(s) or gain new ones?,What makes one isotope form different from another one?
Why are the elements in group 2 not stable with 2 valence electrons?,Why doesn't hydrogen need eight electrons to be stable?
Does size have any impact on the size of the plasmid that needs to be used?,"Why are the bigger plasmids harder to use, though?"
How is resonance decreasing reactivity?,"So, does more resonance always mean less reactive, then?"
Why the oxygen acquires a positive charge when it bounds to a hydrogen?,Why does oxygen get a positive charge from proton?
"Are endocytosis and exocytosis forms of bulk transport, or are they active transport?",Does active transport always need energy to work right?
Does Methionine go to E-site(exit) or does it remove after the polypeptides are formed?,Why is getting rid of MAP deadly in bacteria?
How does Ruminococcus get in the cow's gut to begin with?,Does Ruminococcus only get in the cow later in life?
Why do blood go to the heart if they need oxygen?,Does blood go to the heart twice or once?
