reference,prediction
Why are the electrons mapped out in such an orderly way?,How does the simplified portrayal of energy levels in Bohr's model aid understanding?
According to what definition?,How does zinc's filled d orbitals affect its classification as a transition metal?
Is the theory called a law?,How does empirical evidence differentiate a scientific law from a scientific theory?
Would that salt water need to be heated at a higher temperature before it began to evaporate?,"How does atmospheric pressure influence the Earth's temperature, impacting life's persistence?"
How is salt in the water?,How does the hydrological cycle synchronize salt transport from soil and atmosphere to oceans?
Why wouldn't the males be affected but the females would?,How do sex-specific hormonal differences influence the expression of X-linked genes?
What do females get in terms of alleles/genetic traits that males don't?,How does having two X chromosomes in females lower the chance of X-linked diseases?
How is a ligament tear different from a sprain and why does it require surgery?,How does capillary dilation during inflammation contribute to ligament sprain swelling?
How is a ligament tear different from a sprain and why does it require surgery?,How does over-stretching cause inflammation and bleeding in a damaged ankle ligament?
Would the lungs be an Involuntary or Voluntary muscle?,How does the cerebral cortex override involuntary breathing controlled by the medulla?
What type of muscle is responsible for breathing?,How does the involuntary nature of smooth muscle facilitate peristalsis and breathing?
When the muscle contracts what does it pull on to straighten the leg or to bring the lower leg up?,"How does quadriceps contraction pull the tibia towards the pelvis, given the pelvic attachment?"
Does every polypeptide start with methionine as the first amino acid?,How does methionine oxidation impact post-translational modification and protein fate?
Does Methionine go to E-site(exit) or does it remove after the polypeptides are formed?,How does MAP overexpression in human cancer cells contribute to their survival?
Where does the tRNA go?,Why can't tRNA re-join the A site after translation without EF-Tu and GTP hydrolysis?
Where does the tRNA go?,How does tRNA disassembly by restriction enzymes affect subsequent ribosome binding?
Does Ribosome exists first or Protein does?,"How would ribosomes from a progenitor cell affect the ""RNA world"" hypothesis?"
Is the N-terminus or C-terminus formed first?,How does the N-terminus's initial synthesis impact subsequent polypeptide carboxyl group bonding?
How does the RNA polymerase continue on with transcription?,How does repressor concentration affect the equilibrium of tryptophan binding?
Does the co-repressor unbind itself from the repressor?,How does the concentration of tryptophan affect tryptophan repressor binding dynamics?
What happen if the repressor stops functioning?,Would a mutated repressor gene always cause continuous transcription of Tryptophan Enzyme?
Can the strength of a base or acid be determined only by its starting pH?,Would a concentrated weak acid always have a lower pH than a dilute strong acid?
How do the molecules moving down their concentration gradient in a antiporter provide the energy for the others to move in the opposite direction?,How does the antiporter couple sodium ion movement to transport other molecules against their gradient?
How is the Sodium-Potassium Pump NOT an anti porter?,How does the electrochemical gradient of one solute fuel another in secondary active transport?
How is the Sodium-Potassium Pump NOT an anti porter?,Why is the sodium-potassium pump not considered an antiporter despite antiport activity?
How is the Sodium-Potassium Pump NOT an anti porter?,How does the antiporter's shape change facilitate transport against the concentration gradient?
Do the symporters and antiporters use ATP?,How does an antiporter utilize the electrochemical gradient to transport molecules?
Is this use of renewable energy through passive transport down the concentration gradient that provides them with all of the energy needed for the exchange?,How does ATP hydrolysis contribute to the electrochemical gradient used in secondary active transport?
Does the oxygen bonded with another oxygen don't count as another oxidation state?,How does bonding to itself affect oxygen's oxidation state in a compound?
How to determine whether an oxide is superoxide or peroxide?,How does the oxidation number of oxygen differentiate superoxide from peroxide anions?
How to work out what its oxidation number is?,Why does oxygen's electronegativity not always result in a 2- oxidation state?
How to determine the oxidation state of oxygen?,How do oxidation state rules sometimes fail to accurately represent chemical behavior?
What are the possible complications or consequences of a kidney infection?,How does a prior kidney infection increase susceptibility to chronic pyelonephritis?
What would the evolutionary advantage be for having a bladder instead of just peeing?,How does bladder function affect bacterial ascension and kidney infection risk?
Why do leave lot concentration of pure solids?,Why does a pure solid's activity being one allow its exclusion from Nernst calculations?
Should none of the water evaporate because the boiling point of water is 100 Celsius?,How does atmospheric pressure affect the temperature at which a liquid boils?
How is water supposed to evaporate at 25 degrees Celsius?,How does increased temperature affect the kinetic energy of molecules within a substance?
Will atom need to gain 4 electrons or lose 4 electrons to achieve an octet?,Why do atoms with half-filled subshells favor covalent over ionic bonding?
Why does air exist continuously in gaseous form?,How does atmospheric pressure influence the kinetic energy required for gaseous state?
Why do molecules of water which evaporate condense back again when the air can maintain it's KE ?,How does atmospheric pressure affect the kinetic energy required for gaseous nitrogen?
Will the boiling point change?,How does atmospheric pressure affect both the boiling point and boiling time?
How will the boiling point change?,How does atmospheric pressure affect the heat and time required to reach boiling point?
What would happen? Would the vapor pressure increase?,How does changing the surrounding pressure affect a liquid's boiling point relative to its vapor pressure?
How does the entire bulk of a liquid kept in open air evaporate ?,How does latent heat of vaporisation influence the rate of liquid vaporisation?
Does vaporization occur in an open system?,How does vaporisation in an open system prevent the establishment of equilibrium?
"How to explain the boiling,say of water,in an open vessel?",How does increased kinetic energy affect vaporization rate below the boiling point?
Species have lone pairs molecular geometry can only be v-shaped or trigonal pyramid?,How do different numbers of lone pairs affect the bond angles in bent molecules?
Why/how was sexual reproduction introduced?,How does increased allelic variation from sexual reproduction provide a selective advantage?
"How to account for 'new' traits, and not just novel gene combinations?",How does gene duplication facilitate frameshift mutations and novel trait development?
A chromosome has just DNA with different number of pairs?,"Why do closely related prime apes have similar, but different, chromosome numbers?"
How many chromosomes would a person have?,How do 46 XY and 46 XX chromosome sets result in hermaphroditism?
How many chromosomes would a person have?,Does trisomy of a non-sex chromosome always result in a syndrome?
Why do human need variation?,How does selective pressure reduce phenotype variation within a population?
Why do we need to balance the equation?,How does balancing chemical equations reflect the law of conservation of mass?
Would fusion disprove the Law of Conservation of Matter?,Why do nuclear reactions require temperatures many magnitudes higher than chemical reactions?
Is it more important to have no formal charge than obey the octet rule?,How does electronegativity difference between oxygen and sulfur affect electron distribution?
Why aren't electrons on the terminal atoms considered?,Why do lone pairs influence electron geometry but not molecular geometry?
How is trigonal pyramidal different from tetrahedral?,How does tetrahedral geometry in NH3 relate to its trigonal pyramidal shape?
"Why doesn't the pressure of the cell (even a red blood cell that isn't rigid), balance out the net inflow?","Why does an RBC lyse, while a plant cell reaches osmotic pressure equilibrium?"
"Why doesn't the pressure of the cell (even a red blood cell that isn't rigid), balance out the net inflow?",How does increased intracellular solute concentration affect water molecule probability in hypotonic solutions?
"Why doesn't the pressure of the cell (even a red blood cell that isn't rigid), balance out the net inflow?",How does wall pressure counteract turgor pressure to prevent plant cell lysis?
Shouldn't there be MORE water outside the cells?,How does root pressure facilitate water uptake via osmosis against a concentration gradient?
Why do plants die from over-watering?,How does limited transpiration impact water retention and xylem function in plants?
Salt was dissolved in the digestive system so why would osmosis need to dissolve it again when diffusing the salt?,How does solute concentration difference across a semi-permeable membrane drive osmosis?
Is it where all the work happens?,How does metabolism regulate the balance between energy storage and release in cells?
Is reaction that oxygen reacts with carbon to create CO2 anabolic or catabolic?,Why does elemental oxygen possess greater oxidative power than carbon dioxide?
Does metabolism vary widely between people?,How do hormone levels affect the rates of chemical processes in metabolism?
Does ATP transform back to ADP?,How does ADP phosphorylation in mitochondria couple to ATP's role in cellular work?
Can ADP be used again to form back ATP?,How does ADP phosphorylation in mitochondria couple to ATP utilization for cellular work?
Does anabolism and catabolism is a cyclic process?,How does energy storage in anabolic reactions relate to their endergonic nature?
Does metabolism happen all time?,How does the dynamic interplay of anabolic and catabolic reactions regulate metabolism?
If both anabolic pathways and metabolic pathways can happen at same time?,How does enzyme activity within anabolic circuits contribute to cellular dynamics?
Does human beings have the capacity to use all areas of cerebral cortex or only few designated areas?,How does TMS-induced disruption of brain regions relate to savant-like abilities?
What happens to the myelin sheath and nodes of ranvier?,How does myelin degradation contribute to axonal loss in multiple sclerosis?
Is tRNA formed from these hairpin structures?,How do tRNA hairpins contribute to its amino acid delivery function?
Why are introns are formed?,Could parasitic DNA elements be the evolutionary origin of typical introns' regulatory functions?
Won't the RNA have the wrong sequence?,"How do introns regulate gene expression, given that they are noncoding DNA segments?"
Wouldn't it be more practical for the cell to just splice the DNA strand itself?,"If all DNA is transcribed, what regulates the differential expression of genes?"
How to figure out that the trait is recessive?,Would autosomal dominant inheritance preclude mother-son or daughter-father links for X-linked traits?
How can water pass through the hydrophobic part of the cell?,How does water's dipole moment facilitate its diffusion across a hydrophobic core?
Is the ribosome an enzyme or does it just ACT as an enzyme?,How does aminoacyl-tRNA synthetase ensure the correct amino acid is linked to its tRNA?
Is the ribosome an enzyme or does it just ACT as an enzyme?,How does the enzymatic activity of rRNA within a ribosome compare to that of a single enzyme?
From where does tRNA get revived to continue its function in the future?,How does aminoacyl-tRNA synthetase ensure tRNA binds to its cognate amino acid?
Can the mRNA be translated again?,How does mRNA stability influence the number of proteins produced by polysomes?
What effect would increasing the colume of the intermembrane space have on the function of a mitochondrion?,Would increasing the mitochondrial intermembrane space affect the rate of electron transport?
Do protons go into the mitochondria or mitochondria has extra protons itself?,How do membrane processes maintain H+ gradients despite cellular buffering?
Is not complex 2 supposed to have more ability to gain electrons?,How does complex II's NADH-ignoring design maximize the proton gradient (PMF)?
What would happen to total current?,Why does removing a resistor in parallel increase equivalent resistance and decrease total current?
Can you calculate resistance and just inverse it?,How does the duality between conductance and resistance simplify circuit analysis?
What would the applications of parallel conductance be?,How does the duality between conductance and resistance simplify circuit analysis?
Don't a voltage source and a current source both supply a current and voltage in a circuit?,How does a constant voltage source maintain constant voltage while varying current?
Why pH 7 is chosen as neutral?,How does the concentration of H+ ions determine the pH of a substance?
Where does the ATP come from?,How do molecules cycle between light-dependent reactions and the Calvin cycle?
Does the Calvin cycle happen after the light-dependent reactions occurs or is the Calvin cycle independent?,How does the Calvin cycle's output affect the light-dependent reactions' efficiency?
What is the actual colour of the plant?,How does thylakoid structure within chlorophyll contribute to the green shade of plants?
How plants respond to nature?,How does photoperiodism affect a plant's symbiotic relationship with soil fungi?
Do plants respond to night light with no heat?,How do plants utilize fungal networks to activate disease-resistant genes?
How can NaOH have a pH scale?,Why does increasing OH- concentration in water decrease the H+ concentration?
Does ph of a monoprotic acid and a diprotic acid is same?,How does acid strength relate to H+ concentration and pH in monoprotic versus diprotic acids?
Why does nucleolus disappear and then reappear again?,"What mechanisms, beyond DNA condensation, control nucleolus disassembly during mitosis?"
Do motor proteins all serve a similar function or can they have many varied or specific roles?,How do different motor proteins facilitate specific cellular functions within organisms?
What happens to the rest of the organelles?,How does the centrosome ensure proper mitosis irrespective of nucleus presence?
How does the cell make sure to rapidly attach those chromosomes to the mitotic spindle so they don't float freely or mingle with organelles?,How does the centrosome ensure proper mitosis independent of the nucleus?
What makes chromosomes stay there?,How does kinetochore attachment to the mitotic spindle ensure proper chromosome segregation?
How many chromosomes does each daugher cell have after cell division is complete?,Why do daughter cells in meiosis have a haploid (n) chromosome number?
What happens to the metal after it cools down?,Why does a metal lose its acquired positive charge over time?
What is the photon's structure?,"If matter and energy are interconvertible, how does this affect energy storage?"
How does the photon carry energy?,How does the interconvertibility of matter and energy affect energy storage?
Where does the photon store energy?,How does the interconvertibility of matter and energy affect energy storage?
Why does the current not increase when the kinetic energy increases?,"If frequency is constant, does changing wave amplitude affect electron kinetic energy?"
Why does the current not increase with increasing frequency?,How does increased photon frequency influence electron kinetic energy when current decreases?
Is the gene coding for the axil color what affects the flower color?,How does one gene phenotype control purple color in multiple plant structures?
Does all the atoms in the ion need to be negative or positive for the entire to be that charge?,How does the charge on one atom influence the overall ion charge?
What is the difference between polygenic and epistasis?,How does epistasis affect the phenotypic expression of polygenic traits?
Do non living things have cell?,Why do plant cells exhibit a larger size range than animal cells?
Does the chromatin of the cell have any significant change?,What are the key differences in chromatin structure and function between plants and animals?
What is the reason for the formation of polyatomic ions?,How do covalent bond characteristics in a polyatomic ion relate to its total charge?
What measures should be taken to ensure that the possibility of DNA template interconnection rather than primers does not occur?,How does primer binding temperature affect DNA re-annealing during cooling?
What is the difference between habitat and population?,How does population size affect the structure and stability of a community?
What is predation?,How does predation differ from herbivory in terms of trophic interactions?
What is special about acids and bases?,How do Lewis acids/bases differ from Arrhenius and Bronsted-Lowry acids/bases?
How do you tell acidic salt and a normal salt apart?,How does the strength of an acid/base influence the pH of its resulting salt?
Why aren't  human-made elements classified as compounds?,Why do chemical reactions not change an atom's number of protons?
Was greek the *scholarly* language of earlier times so that it is even used today?,Why are Greek letters traditionally and commonly added to our scientific symbols?
What is its difference to Quantum Mechanics?,Why does classical mechanics fail where quantum physics/mechanics provides a valid explanation?
Will the light stay there?,"If black holes are endpoints, how does infinite randomness reconcile with white hole origins?"
What is the probability that the male offspring will show the dominant trait?,How does X or Y chromosome linkage affect expression of a dominant trait?
How are projectiles and  freefalling objects different?,How does the absence of other significant forces affect a free-falling object?
"If before, from which of these domains did Eukarya branch?",How does DNA hybridization support the hypothesized Archea-Eukarya evolutionary relationship?
How does Ruminococcus get in the cow's gut to begin with?,How does Ruminococcus colonize the cow's gut after initial milk consumption?
What is the role of prokaryotes?,How do prokaryotes lacking complex organelles perform diverse metabolic functions?
And why do we need Plasmid?,How does horizontal gene transfer occur via plasmid in bacteria?
Could the Moon have been of Earth?,Would the moon's composition reflect materials from Earth's Hadean eon?
Did gas giants and sun form in different ways?,How does a gas giant's core size counteract solar wind effects on its atmosphere?
How are gas molecules supposed to form uranium?,How does the extreme environment of a supernova facilitate nuclear fusion of atomic nuclei?
Where does the hydrogen essential for the formation of the Sun came from?,How does the presence of hydrogen in supernovae remnants inform stellar evolution?
What was the evidence?,How did the Moon's mantle/crust separation from Earth result in depleted heavy elements?
Does it affect the Existence of life on Earth?,Would a diminished molten core affect Earth's magnetic field and atmosphere?
Is that Earth (or any other planet in solar system) has a core a theory?,How does Earth's core heat generation relate to the planet's magnetic field?
What proof is available to support Earth (or any other planet in solar system) has a core?,How does Earth's core composition relate to the generation of its magnetic field?
Would weight change as you travel deeper underground?,How does the distribution of mass affect the net gravitational force experienced within Earth?
What keeps the moon from collapsing itself?,How does mass influence gravity's ability to overcome interatomic repulsive forces?
Could any forest in the spring recovering from any winter be considered secondary succession?,How does species' behavioral change during winter affect secondary succession?
Does secondary succession always have to occur?,How does species' behavioral change during winter affect the definition of secondary succession?
Which would lead them to cannibalism of their own kind?,How does species loss impact community structure and ecological balance within an ecosystem?
Why do you suppose there is an actual advantage to losing your eyes if you live in the dark?,How does the absence of eyes affect energy allocation and disease susceptibility in organisms?
How does the rock effect the community?,"How does rock music indirectly affect the ecosystem, analogous to rocks forming landforms?"
Wouldn't bacteria in the water cause illness towards animals?,How do animal gut bacteria's opportunistic defenses differ from human defenses?
How do the birds survive while trees release carbon dioxide during the night?,How does a smaller oxygen daily intake relate to shorter sleep duration in birds?
Does hand have its on population?,How does the presence of dead cells impact bacterial population dynamics on a hand?
Could a ecosystem just have biotic factors but not abiotic factors?,How does the absence of abiotic factors impact the definition of an ecosystem?
Do humans need to protect other species or can we do without?,How does the loss of species affect the stability of interconnected ecosystems?
Do human and it's on such a small scale scale that it doesn't matter?,How does the rate of ecosystem disruption affect the macro-ecosystem's adaptive capacity?
Can that species adapt to another food source? Or will the species just die off?,How does digestive system specialization constrain species' dietary adaptation when food sources change?
How is energy of human returned to other animals?,How does energy transfer during decomposition compare to energy transfer during respiration?
Does 'bacteria' do most of the work?,How does bacterial degradation rate of a whale carcass compare to animal degradation?
Would the entire ecosystem collapse?,How does the collapse of a crucial organism affect ecosystem energy sharing?
Would the entire ecosystem recover and how?,How does the collapse of a crucial organism affect ecosystem energy sharing?
Is it possible for there to be a positive outcome?,How would the sudden removal of the human niche affect global ecosystem stability?
How to define an eco-system as being separate from another eco-system?,How does the scale of observation differentiate an ecosystem from a biome?
How would we get fossils?,How does proximity to water after death affect the probability of fossilization?
What is the overall balance of energy on this process?,"How does cellular ""friction"" affect electrochemical gradient utilization during simultaneous active transport?"
