reference,prediction
what is the difference if atomic weight and atomic mass are not the same thing?,How does atomic mass differ from molecular mass in unit representation?
Is surface tension responsible for the pain felt by a person?,What is the direct relationship between hydrogen bonds and surface tension in liquids?
Is surface tension responsible for the pain felt by a person?,How does the sudden impulse from displaced water cause soft tissue injury?
Why didn't only one drop leak out?,How does a weakened hydrogen bond contribute to the loss of surface arrangement?
What was happening molecularly to the surface of the water?,How does hydrogen bond weakening contribute to the loosening of surface arrangement?
How surface tension applies to the shape of water droplet?,How do strong hydrogen bonds influence water's high surface tension and spherical shape?
Why don't the oxygen atoms in the air bond to the water molecules on the surface and pull on water molecules?,How does water's ionic bonding influence dissolved oxygen's behavior as a mixture?
How does water evaporate?,How does sufficient kinetic energy enable water molecules to enter the air?
What happens to the water at the bottom of the container?,Why is surface water more dense than bottom water due to surface tension?
"Why does a paperclip that is able to sink below the surface, go down to the bottom?",How does surface density cause a paper clip to sink?
How does the brain get the oxygen and glucose it needs?,How does sodium's driving force enable glucose co-transport into endothelial cells?
Why is the brain included in central nervous system?,How do the brain and spinal cord interpret messages from the peripheral nervous system?
Are the cranial nerves part of the CNS and the spinal nerves part of the PNS?,"Do cranial nerves transmit both afferent and efferent information, including somatic or autonomic commands?"
Why the sensory neurons in the ganglia have axons that carry impulses towards the soma instead of dendrites that carry impulses towards the soma?,"How do dendrite structures vary among multipolar, bipolar, and unipolar neurones?"
What does surface area have to do with how much energy it takes for these transfers to occur?,How does surface area to volume ratio impact cellular diffusion efficiency?
How to know it is not there without fulfilling the octet rule?,How do bonding and lone pairs ensure oxygen satisfies the octet rule?
How does oxygen get a triple bond with carbon?,How does oxygen's lone pair donation satisfy the octet rule in carbon monoxide?
How does oxygen get a triple bond with carbon?,How does experimental bond length confirm the presence of a triple bond in CO?
How would dogs and horses be listed?,How do horses and dogs exemplify recent divergence from a common ancestral species?
How would dogs and horses be listed?,How do horses' shared traits reflect their ancestral history and relatedness to other life?
How are they classified on the map?,How does interbreeding define the boundaries between distinct species?
Are they consider a different species or a subspecies?,"How do distinctly different, naturally interbreeding populations classify as subspecies, not species?"
Do we also breathe in the nitrogen in the atmosphere and do we take in this nitrogen?,"Why is atmospheric N2 unusable by heterotrophs, requiring bacterial nitrogen fixation?"
Would air particles perform a tiny sonic boom?,Does supersonic particle movement in a vacuum generate a sonic boom?
Would air particles perform a tiny sonic boom?,"Why does compression, not particle speed, cause a sonic boom?"
Would air particles perform a tiny sonic boom?,Why can an air particle not generate the compression needed for a sonic boom?
Would air particles perform a tiny sonic boom?,"Why do individual air particles not create a shock wave, unlike a sonic boom?"
Does it have to consider the direction of the molecules or the absolute value?,Why is speed more related to kinetic energy than velocity?
Why do things burn or explode?,How does exothermic oxidation propagate a chain reaction in flammable substances?
Why is the speed increasing while the temperature is constant?,How does an increase in temperature affect the average speed of molecules?
After a while would the graph for the same system be different?,How does the averaging of molecular states affect a graph's long-term steady-state properties?
Is there any specific reason mole was defined using the number of elemental entities of carbon-12?,How does an equal neutron-proton ratio contribute to Carbon-12's stability?
How does the body know what to send down the esophagus and what to send down the trachea?,How does lower pressure in the lungs facilitate air passage through the trachea?
How does the body know what to send down the esophagus and what to send down the trachea?,"How does the epiglottis ensure food enters the esophagus, not trachea?"
Does some air leak or escape?,How does Earth's atmosphere efficiently maintain its gas composition and cycles?
How efficient is this system?,"How does the ""closed pipe"" mechanism contribute to respiratory system efficiency and directed airflow?"
Does some air leak or escape?,How does the interconnected respiratory system prevent air leakage?
Does our body use the co2 produced by our body?,How does CO2 facilitate the liver's conversion of harmful ammonia into urea?
Why do we need two lungs?,Would a single large lung be less efficient for absorption and lack redundancy?
Why do we need two lungs?,What physiological mechanisms make two lungs functionally superior to a single lung?
What becomes of the oxygen that had not been used up?,What mechanisms explain the significant leftover oxygen in exhaled air?
Does oxygen that had not been used up escape?,"Why is most inhaled oxygen exhaled, enabling CPR effectiveness?"
Are lungs controlled in a voluntary or involuntary manner?,How does diaphragmatic breathing enhance gas exchange and surface area:volume ratio?
Why do blood go to the heart if they need oxygen?,How does diffusion separate CO2 from O2 in blood within the lungs?
Do blood get filled by the alveoli?,How do alveoli facilitate the diffusion of CO2 from O2 in blood?
Why hasn't the body evolved so that 'solid' stuff doesn't travel from the nose to the stomach?,How do stomach acids kill germs contained within swallowed mucus?
Why hasn't the body evolved so that 'solid' stuff doesn't travel from the nose to the stomach?,How does swallowing mucus reduce the physiological waste of water and glycoproteins?
How much time does the gasses presented in the blood getting exchanged by the alveoli takes?,How do diffusion and heart rate ensure rapid oxygen delivery to tissues?
Why does the 4s orbital fill in general?,Why do 4s orbitals fill before 3d orbitals according to the Madelung?
"How can cadmium, an element that is somewhere around the middle of the periodic table, have an oxidation state of +2?",Why does Cadmium lose its two valence electrons to achieve stabilization?
Are the anode rays only nuclei?,How do anode rays fundamentally differ from particles originating directly from the anode?
How will indicator help?,Why is phenolphthalein suitable for both strong acid-strong base and strong base-?
Does the colour goes away?,Why does Bromothymol Blue's color change become insignificant beyond its useful pH range?
Does the colour goes away?,How does Bromthymol blue's color indicate pH outside its transition range?
Why doesn't a titration of HCL against Na2CO3 go to completion?,Why does phenolphthalein not detect the second equivalence point during Na2CO3 titration?
How can Osmosis be a form of Passive Transport?,How can osmosis be a passive process moving water to a more concentrated solution?
Shouldn't Osmosis technically be classified as a form of active transport?,Why does active transport require cellular energy from respiration?
Why would osmosis be a form of Passive Transport?,"How does passive transport, like osmosis, move water without energy?"
How molecules move from areas of high concentration to low concentration?,Why is osmosis considered a form of passive transport for water movement?
Shouldn't osmosis technically be classified as a form of active transport?,How does active transport's energy requirement compare to passive transport?
Is osmosis also passive transport for water?,How does passive transport facilitate water movement without energy?
Did RNA exist before cells?,"How do RNA's catalytic and self-reproducing abilities support the ""RNA?"
How would that water continue through the water cycle?,How does transpiration contribute water vapor to atmospheric humidity?
Why are the electrons mapped out in such an orderly way?,How does Bohr's model simplify the concept of atomic orbits and energy levels?
According to what definition?,Why is zinc not classified as a transition metal by IUPAC?
Is the theory called a law?,How can scientific laws be proven false or confined to specific circumstances?
Would that salt water need to be heated at a higher temperature before it began to evaporate?,How does atmospheric temperature interact with atmospheric pressure for life?
How is salt in the water?,How does the hydrological cycle synchronize the transport of salt from soil and atmosphere?
Why wouldn't the males be affected but the females would?,How do hormones and developmental stages regulate X-linked gene expression in males?
What do females get in terms of alleles/genetic traits that males don't?,Why do females have a lower chance for X-linked diseases with two X chromosomes?
How is a ligament tear different from a sprain and why does it require surgery?,How does ligament stretching or tearing initiate the inflammatory response?
How is a ligament tear different from a sprain and why does it require surgery?,How does a damaged ankle ligament lead to painful joint movement?
Would the lungs be an Involuntary or Voluntary muscle?,How do medulla oblongata centers control skeletal muscle for involuntary breathing?
What type of muscle is responsible for breathing?,How do voluntary and involuntary muscle types differ in their control and function?
When the muscle contracts what does it pull on to straighten the leg or to bring the lower leg up?,"Why does quadriceps contraction bend the knee, not the pelvis?"
Does every polypeptide start with methionine as the first amino acid?,How do post-translational modifications alter amino-terminal methionine in proteins?
Does Methionine go to E-site(exit) or does it remove after the polypeptides are formed?,What is the role of Methionine aminopeptidase in humans versus bacteria?
Where does the tRNA go?,Why can't deacylated tRNA re-join the A site without GTP hydrolysis?
Where does the tRNA go?,How does tRNA disassembly by restriction enzymes facilitate new tRNA synthesis?
Does Ribosome exists first or Protein does?,How do ribosomes from progenitor cells synthesize new ribosomal proteins?
Is the N-terminus or C-terminus formed first?,How does the N-terminus initiate polypeptide chain synthesis?
How does the RNA polymerase continue on with transcription?,How does tryptophan concentration affect the equilibrium of repressor binding and gene transcription?
Does the co-repressor unbind itself from the repressor?,How do varying tryptophan levels influence tryptophan repressor binding and gene transcription?
What happen if the repressor stops functioning?,How would a nonfunctional repressor protein affect Tryptophan Enzyme transcription?
Can the strength of a base or acid be determined only by its starting pH?,Why can a weak acid solution have a lower pH than a strong acid solution?
How do the molecules moving down their concentration gradient in a antiporter provide the energy for the others to move in the opposite direction?,How do sodium ions moving down their gradient energize antiporter function?
How is the Sodium-Potassium Pump NOT an anti porter?,How do electrochemical gradients fuel solute movement against their own gradients?
How is the Sodium-Potassium Pump NOT an anti porter?,Does sequential transport prevent the sodium-potassium pump from being an antiporter?
How is the Sodium-Potassium Pump NOT an anti porter?,How does sodium ion movement drive antiporter shape changes to transport molecules?
Do the symporters and antiporters use ATP?,How do antiporters utilize the electrochemical gradient for secondary active transport?
Is this use of renewable energy through passive transport down the concentration gradient that provides them with all of the energy needed for the exchange?,How do symporters and antiporters utilize the electrochemical gradient's energy for transport?
Does the oxygen bonded with another oxygen don't count as another oxidation state?,Why does oxygen have an oxidation state of -1 in hydrogen peroxide?
How to determine whether an oxide is superoxide or peroxide?,How does the oxygen oxidation number differentiate a superoxide from a peroxide anion?
How to work out what its oxidation number is?,How does electronegativity determine the consistent oxidation numbers of fluorine and oxygen?
How to determine the oxidation state of oxygen?,How do the oxidation state rules prioritize when multiple rules conflict for an element?**?
What are the possible complications or consequences of a kidney infection?,How do untreated kidney infections cause permanent kidney damage and scarring?
What would the evolutionary advantage be for having a bladder instead of just peeing?,How does constant low-flow urination increase bacterial kidney infection risk?
Why do leave lot concentration of pure solids?,Why does a pure solid's activity of one allow it to be ignored in Nernst equation calculations?
Should none of the water evaporate because the boiling point of water is 100 Celsius?,How does atmospheric pressure affect a liquid's boiling temperature?
How is water supposed to evaporate at 25 degrees Celsius?,How does increasing temperature influence molecular energy and state changes?
Will atom need to gain 4 electrons or lose 4 electrons to achieve an octet?,Why do four valence electrons favor covalent over ionic bonding?
Why does air exist continuously in gaseous form?,Why do weak intermolecular forces allow atmospheric components to remain gaseous?
Why do molecules of water which evaporate condense back again when the air can maintain it's KE ?,How do weak intermolecular forces maintain air constituents in a gaseous state?
Will the boiling point change?,How does atmospheric pressure influence a liquid's boiling point?
How will the boiling point change?,How does atmospheric pressure influence a liquid's boiling point?
What would happen? Would the vapor pressure increase?,How does external pressure influence a liquid's boiling point through its vapor pressure?
How does the entire bulk of a liquid kept in open air evaporate ?,Why is liquid vaporization slow due to latent heat absorption from surroundings?
Does vaporization occur in an open system?,Why does vaporization of small particles prevent equilibrium in an open system?
"How to explain the boiling,say of water,in an open vessel?",How does increased average kinetic energy accelerate liquid evaporation below its boiling point?
Species have lone pairs molecular geometry can only be v-shaped or trigonal pyramid?,Why do different numbers of lone pairs result in varying bent bond angles?
Why/how was sexual reproduction introduced?,How does increased genetic variation from sexual reproduction confer a selective advantage?
"How to account for 'new' traits, and not just novel gene combinations?",How does gene duplication facilitate the emergence of novel genetic traits?
A chromosome has just DNA with different number of pairs?,How do varying chromosome numbers contribute to the specific needs of different species?
How many chromosomes would a person have?,How do 46 xy and 46 xx chromosome sets result in hermaphroditic sexual characteristics?
How many chromosomes would a person have?,How does an extra chromosome result in conditions like Klinefelter's Syndrome?
Why do human need variation?,How do mutations and sexual recombination generate variation within populations?
Why do we need to balance the equation?,Why must chemical equations be balanced to uphold the conservation of mass?
Would fusion disprove the Law of Conservation of Matter?,Why do nuclear reactions require significantly higher temperatures than chemical reactions?
Is it more important to have no formal charge than obey the octet rule?,How does electronegativity dictate electron consumption and octet completion for sulfur?
Why aren't electrons on the terminal atoms considered?,How do lone pair electrons differentiate between molecular and electron geometry?
How is trigonal pyramidal different from tetrahedral?,"How does a molecule exhibit ""tetrahedral geometry"" without forming a true tetrahedron?"
"Why doesn't the pressure of the cell (even a red blood cell that isn't rigid), balance out the net inflow?",How does a rigid cell wall prevent cell lysis by opposing osmotic pressure?
"Why doesn't the pressure of the cell (even a red blood cell that isn't rigid), balance out the net inflow?",How does decreased probability of water leaving a cell lead to lysis in hypotonic solutions?
"Why doesn't the pressure of the cell (even a red blood cell that isn't rigid), balance out the net inflow?",How does the cell wall prevent bursting of plant cells in a hypotonic solution?
Shouldn't there be MORE water outside the cells?,How does root pressure facilitate water uptake by osmosis in rhizomes?
Why do plants die from over-watering?,How does continuous xylem water supply without transpiration cause plant drowning?
Salt was dissolved in the digestive system so why would osmosis need to dissolve it again when diffusing the salt?,How does a semi-permeable membrane facilitate solvent movement to equalize solute concentration?
Is it where all the work happens?,How does metabolism facilitate essential chemical reactions within the cell?
Is reaction that oxygen reacts with carbon to create CO2 anabolic or catabolic?,Why does O2 possess greater oxidative power and energy than CO2?
Does metabolism vary widely between people?,"How do activity level, hormones, and energy intake impact metabolism and homeostasis?"
Does ATP transform back to ADP?,How does ADP's phosphorylation in mitochondria contribute to cellular energy storage?
Can ADP be used again to form back ATP?,How does ADP's phosphorylation in mitochondria lead to cellular energy storage?
Does anabolism and catabolism is a cyclic process?,Why are anabolic reactions endergonic despite harvesting energy from catabolic processes?
Does metabolism happen all time?,How do enzymes connect intermediates to form dynamic anabolic and catabolic metabolic circuits?
If both anabolic pathways and metabolic pathways can happen at same time?,How do enzymes connect intermediates to make anabolic reactions happen?
Does human beings have the capacity to use all areas of cerebral cortex or only few designated areas?,How does TMS-induced brain region deactivation temporarily create savant-like intelligence?
What happens to the myelin sheath and nodes of ranvier?,Why does immune-mediated myelin damage cause chronic axonal loss in MS?
Is tRNA formed from these hairpin structures?,How do hairpins enable tRNA's 3D shape for amino acid delivery?
Why are introns are formed?,How do spliced-out introns function as signaling or regulatory molecules?
Won't the RNA have the wrong sequence?,How do noncoding intron segments regulate gene expression?
Wouldn't it be more practical for the cell to just splice the DNA strand itself?,"Why does Polymerase transcribe all DNA, including non-coding regions?"
How to figure out that the trait is recessive?,How do mother-son and daughter-father links prove X-linked recessive inheritance?
How can water pass through the hydrophobic part of the cell?,How does a Dipole moment enable water to cross the hydrophobic core?
Is the ribosome an enzyme or does it just ACT as an enzyme?,How does aminoacyl tRNA synthetase utilize ATP to create aminoacyl-tRNA?
Is the ribosome an enzyme or does it just ACT as an enzyme?,"Do ribosomal proteins support and regulate the enzymatic activity of rRNAs?""?"
From where does tRNA get revived to continue its function in the future?,How does tRNA covalently bind with an activated amino acid?
Can the mRNA be translated again?,How does mRNA stability regulation affect its multiple translation events?
What effect would increasing the colume of the intermembrane space have on the function of a mitochondrion?,How would increased mitochondrial intermembrane space reduce electron transport efficiency during respiration?
Do protons go into the mitochondria or mitochondria has extra protons itself?,How do cells buffer against local pH changes caused by H+ exchange?
Is not complex 2 supposed to have more ability to gain electrons?,How are electrons from NADH converted into energy stored in the PMF?
What would happen to total current?,How does removing a parallel resistor cause total current to decrease?
Can you calculate resistance and just inverse it?,Why is the relationship between parallel conductance and series resistance called a 'dual'?
What would the applications of parallel conductance be?,How does the conductance viewpoint simplify parallel resistor calculations?
Don't a voltage source and a current source both supply a current and voltage in a circuit?,How does a constant voltage source maintain constant voltage despite varying current?
Why pH 7 is chosen as neutral?,"Why does pH measure the power, or concentration, of H+ ions?"
Where does the ATP come from?,How do molecules cycle and get reenergized between the Calvin cycle and thylakoids?
Does the Calvin cycle happen after the light-dependent reactions occurs or is the Calvin cycle independent?,How does the Calvin cycle utilize molecules reenergized within the thylakoids?
What is the actual colour of the plant?,How do chlorophyll's light absorption and thylakoids create the plant's green color?
How plants respond to nature?,How do fungi facilitate inter-plant communication regarding disease threats?**?
Do plants respond to night light with no heat?,How do plants utilize soil fungus as a network to communicate danger?
How can NaOH have a pH scale?,Why do aqueous NaOH solutions have a pH between 7 and 14?
Does ph of a monoprotic acid and a diprotic acid is same?,How can a diprotic acid achieve the same pH as a monoprotic acid?
Why does nucleolus disappear and then reappear again?,How does nucleolus disassembly during mitosis involve specific control mechanisms beyond chromosome condensation?
Do motor proteins all serve a similar function or can they have many varied or specific roles?,How do motor proteins facilitate essential functions like muscle contraction and cell motility?
What happens to the rest of the organelles?,How do centrosome and centriole organelles ensure expected mitosis progression?
How does the cell make sure to rapidly attach those chromosomes to the mitotic spindle so they don't float freely or mingle with organelles?,How do centrosome and centriole organelles regulate mitosis independent of the nucleus?
What makes chromosomes stay there?,How do kinetochores ensure chromosome attachment to the mitotic spindle?
How many chromosomes does each daugher cell have after cell division is complete?,Why do meiotic daughter cells possess a haploid chromosome number?
What happens to the metal after it cools down?,How does a positively charged metal sample neutralize its acquired charge?
What is the photon's structure?,"Why is light considered energy itself, unlike matter, at relativistic speeds?"
How does the photon carry energy?,"Why is light considered energy itself, not merely storing energy?"
Where does the photon store energy?,How does light's nature as energy itself relate to E=mc^2?
Why does the current not increase when the kinetic energy increases?,"Why does only frequency, not amplitude, affect electron kinetic energy?"
Why does the current not increase with increasing frequency?,How can photon energy increase with frequency while current decreases?
Is the gene coding for the axil color what affects the flower color?,How does one gene control purple color across multiple plant phenotypes?
Does all the atoms in the ion need to be negative or positive for the entire to be that charge?,Why does only one atom usually bear the charge within a polyatomic ion?
What is the difference between polygenic and epistasis?,"Does epistasis always indicate a polygenic phenotype, and why?"
Do non living things have cell?,Why do non-living things not possess cells or body systems?
Does the chromatin of the cell have any significant change?,What significant differences in chromatin structure exist between plants and animals?
What is the reason for the formation of polyatomic ions?,How does a missing electron result in a polyatomic ion's total charge?
What measures should be taken to ensure that the possibility of DNA template interconnection rather than primers does not occur?,How does chosen primer binding temperature favor primer binding over DNA re-annealing?
What is the difference between habitat and population?,How do multiple populations contribute to the formation of a community?
What is predation?,"How does predation, as carnivory, differ from herbivory in feeding strategy?"
What is special about acids and bases?,Why is Lewis theory considered the most encompassing definition of acids and bases?
How do you tell acidic salt and a normal salt apart?,How do weak acids contribute to the formation of basic salts?
Why aren't  human-made elements classified as compounds?,How do chemical reactions differ from particle reactions regarding proton number?
Was greek the *scholarly* language of earlier times so that it is even used today?,Why is expanding scientific symbols with Greek letters crucial for expressing ideas?
What is its difference to Quantum Mechanics?,Why does Quantum Mechanics explain cases where Classical Mechanics fails?
Will the light stay there?,Does infinite randomness within a black hole negate the laws of the universe?
What is the probability that the male offspring will show the dominant trait?,How does sex-linkage affect the inheritance pattern of a dominant trait?
How are projectiles and  freefalling objects different?,Why is gravity considered the only significant force on free-falling objects?
"If before, from which of these domains did Eukarya branch?","Why are Eukarya and Archaea considered similar, but Eukarya and Bacteria aren?"
How does Ruminococcus get in the cow's gut to begin with?,How do Ruminococcus bacteria colonize the cow's gut via mouth or?
What is the role of prokaryotes?,How do prokaryotic cells function without a nucleus or complex organelles?
And why do we need Plasmid?,How do plasmids confer antibiotic resistance and enable bacterial horizontal gene transfer?
Could the Moon have been of Earth?,How did debris from a Mars-sized asteroid impact gravitate into the Moon?
Did gas giants and sun form in different ways?,How do large rocky cores and distance from the Sun allow gas giants to retain atmospheres?
How are gas molecules supposed to form uranium?,How do supernova conditions enable atomic nuclei to fuse into heavier elements?
Where does the hydrogen essential for the formation of the Sun came from?,Why do Type II supernovae expel vast amounts of hydrogen into space?
What was the evidence?,How does extreme heat reconcile the Moon's composition with its Earth mantle origin?
Does it affect the Existence of life on Earth?,How does Earth's molten ball generate its protective magnetic field?
Is that Earth (or any other planet in solar system) has a core a theory?,How does Earth's dense core generate its magnetic field?
What proof is available to support Earth (or any other planet in solar system) has a core?,How does Earth's dense core generate its magnetic field?
Would weight change as you travel deeper underground?,Why does gravitational force decrease when going deeper into Earth?
What keeps the moon from collapsing itself?,How do inter-atomic/molecular forces from electrons prevent non-stellar object collapse?
Could any forest in the spring recovering from any winter be considered secondary succession?,Does annual cyclic change preclude a habitat from secondary succession?
Does secondary succession always have to occur?,Does regular annual migration qualify as secondary succession of a habitat?
Which would lead them to cannibalism of their own kind?,Would an ecological community remain balanced following significant species removal?
Why do you suppose there is an actual advantage to losing your eyes if you live in the dark?,Why is not developing non-useful organs during embryo formation energy efficient?
How does the rock effect the community?,"How does rock music, as an environmental stimulus, affect an ecosystem's animal?"
Wouldn't bacteria in the water cause illness towards animals?,How do opportunistic bacteria function as a first line of defense?
How do the birds survive while trees release carbon dioxide during the night?,How does a bird's smaller size relate to its daily oxygen intake?
Does hand have its on population?,What distinguishes a bacterial population from a bacterial community on the hand?
Could a ecosystem just have biotic factors but not abiotic factors?,Does the definition of ecosystem necessitate the inclusion of abiotic factors?
Do humans need to protect other species or can we do without?,How do species' complex inter-relationships contribute to ecosystem stability and function?
Do human and it's on such a small scale scale that it doesn't matter?,How does upsetting ecological balance faster than repair lead to inevitable system collapse?
Can that species adapt to another food source? Or will the species just die off?,Why does a species' specialized digestive system limit dietary flexibility and survival?
How is energy of human returned to other animals?,How do secretions and excretions return energy to the ecosystem?
Does 'bacteria' do most of the work?,How does initial slower bacterial degradation compare to later extensive bacterial decomposition?
Would the entire ecosystem collapse?,How does the collapse of a crucial organism lead to ecosystem collapse?
Would the entire ecosystem recover and how?,How does a crucial organism's collapse impact ecosystem energy sharing?
Is it possible for there to be a positive outcome?,How would human extinction drastically alter global ecosystems and managed systems?
How to define an eco-system as being separate from another eco-system?,How does ecological scale influence the defined boundaries of a biome or ecosphere?
How would we get fossils?,"What role does water play in the fossilization of a dead organism?""?"
What is the overall balance of energy on this process?,How does the cell maintain an electrochemical gradient while simultaneously performing active transport?
